title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25
Stefanos Pizza & Sub,5,"Like everything I bought so far.
Black ppl taste buds here too",2022-11-08T23:30:04.374Z,0,,4,FALSE,,,a year ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMtcGNIb3pnRRAB,,,,,,,Google,,109727788086053521367,,,,,,,,,,,,,,,,,,,,,,,
Stefanos Pizza & Sub,1,Need to take orders seriously the subs are not the same since the owner it's not the same everything have changed for bad.,2022-09-06T08:51:52.257Z,1,,513,TRUE,2022-09-06T09:12:53.633Z,,a year ago,,Lunch,,$20–30,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUNlaE4yTUZREAE,,,,,,,Google,,114627078442310712121,,,,,,,,,,,,,,,,,,,,,,,
Stefanos Pizza & Sub,5,The Buffalo chicken pizza is straight fire!! Absolutely delicious.,2022-09-02T18:30:00.068Z,0,,30,TRUE,2022-09-05T13:40:54.208Z,,a year ago,,Lunch,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUR1Xy03Ym1RRRAB,,,,,,,Google,,102111735439474460444,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,5,,2024-04-24T05:40:33.420Z,0,,3,FALSE,,,13 hours ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqbGZIdG5nRRAB,,,,,,,Google,,113105030865510277185,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,4,,2024-04-18T22:29:26.672Z,0,,1,FALSE,,,5 days ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqM042XzN3RRAB,,,,,,,Google,,108775208583840634718,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,1,The floors where wet and no safety signs,2024-04-17T18:22:14.053Z,0,,3,FALSE,,,a week ago,,,,,,,4,4,3,ChdDSUhNMG9nS0VJQ0FnSUNqdUtDcXFnRRAB,,,,,,,Google,,106286136944065445628,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,1,,2024-04-17T16:57:02.925Z,0,,10,FALSE,,,a week ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqMk5HNm13RRAB,,,,,,,Google,,105508067391962851153,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,5,,2024-04-17T13:03:04.266Z,0,,14,FALSE,,,a week ago,,Dinner,,$20–30,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURZbmFIdlhBEAE,,,,,,,Google,,112856046819766478963,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,2,"This Wendy’s is trash!! I’m here at the drive thru waited ten minutes line never moved. So I figured ok I’ll go inside since I notice there’s no line, as soon as I got there lady tells me ” The cashier is in the bathroom, there’s no one to take your order unless you want to wait until she’s finish and we don’t know how long she’ll be in there for.  So I waited she never came out and guess who’s back at the drive thru. I finally ordered after waiting for so long, there was no lemonade of course.

UPDATE: by the time I got my food I guess the manager or whoever the guy was must had time to quickly read my review .. He tried to check me at the drive thru..  and he said “ I remember you were just in here and you were not waiting ten minutes and whispered that’s all you all are good for..” I’m assuming he said that pertaining to my review.Then he tried to apologize for the service after smh.. Well if you’re reading this again do a better job and stop letting the other employees chill at the window and please clean that dirty drive thru window and that nasty looking lemonade machine since you like to read reviews.",2024-04-15T00:08:33.128Z,1,,22,FALSE,,,a week ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREaDRueVlnEAE,https://lh5.googleusercontent.com/p/AF1QipPuWpdR5pMiJVJt3t6he68Gh4rf4yjOkoFDqwas=w150-h150-k-no-p,,,,,,Google,,105554903210825085298,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,2,"Only one time did I sit in the long drive-through line and when I got my food, the fries were not hot and the service was not friendly at all.
Another time I did go inside, thinking it might be quicker and I could get hot fries, but the service was disorganized and also very slow.
So now I just go to the McDonald’s down the street.",2024-04-12T17:23:13.334Z,0,,25,TRUE,,,a week ago,,Lunch,,$10–20,,Take out,2,2,1,ChdDSUhNMG9nS0VJQ0FnSUREamNibmhRRRAB,,,,,,,Google,,103429870545018090271,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,4,,2024-04-12T04:18:41.083Z,0,,5,FALSE,,,a week ago,,Lunch,,$10–20,,Take out,3,4,4,ChdDSUhNMG9nS0VJQ0FnSUREcGRqSWtnRRAB,,,,,,,Google,,101545782542013725161,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,3,,2024-04-08T01:07:13.551Z,0,,31,FALSE,,,2 weeks ago,,Dinner,,$10–20,,Take out,3,4,3,ChZDSUhNMG9nS0VJQ0FnSUREcXBxZ0hnEAE,,,,,,,Google,,107826615050665103385,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,5,,2024-04-03T10:01:49.066Z,0,,10,TRUE,,,3 weeks ago,,Breakfast,,$100+,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEajllMVJ3EAE,https://lh5.googleusercontent.com/p/AF1QipOaDvK_IDkdl8wvqwAOGVWnqUl71qr_tiRiaaio=w150-h150-k-no-p,,,,,,Google,,103142202432190041624,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,5,,2024-04-02T20:06:44.759Z,0,,82,TRUE,,,3 weeks ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNENV92bFZnEAE,https://lh5.googleusercontent.com/p/AF1QipMYlzp-0WDywidZNjoQJvR71k54rblWKGdPbCxy=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMmuXIs8Aa_Hteqbq6eQacIWLA28zPPfxd_rBEg=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP2U8cz_4Cz1P_c_zRU4y1YiKogDX0ikQ4mqJjw=w150-h150-k-no-p,,,,Google,,111222115399730028579,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,4,,2024-04-02T14:41:48.562Z,0,,98,TRUE,,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEeDd5RExREAE,,,,,,,Google,,108624277976395380526,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,1,"This Wendy’s is a nightmare. No one behind the counter will talk to people waiting for food. Put in an order on the app to be ready ASAP and it took 30 minutes with zero communication. When I asked if they even had my order, an employee shrugged at me. It got to the point where door dash drivers went behind the counter to take food from
the mobile order stand that was not accessible to non-employees.",2024-04-01T20:28:02.211Z,0,,20,TRUE,,,3 weeks ago,,Dinner,,$1–10,,Take out,1,3,1,ChZDSUhNMG9nS0VJQ0FnSUNENjVHREhBEAE,,,,,,,Google,,102031205040377397580,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,4,,2024-03-30T23:07:04.218Z,0,,33,TRUE,,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEdGZ6WVVnEAE,,,,,,,Google,,102735262691498739827,,,,,,,,,,,,,,,,,,,,,,,
Wendy's,1,,2024-03-30T22:25:57.268Z,0,,15,TRUE,,,3 weeks ago,,Dinner,,$10–20,,Delivery,,3,1,ChdDSUhNMG9nS0VJQ0FnSUNEMWJfRG13RRAB,,,,,,,Google,,116860612355130971730,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,3,,2024-04-24T00:28:30.418Z,0,,8,TRUE,,,18 hours ago,,Dinner,,$50–100,,Dine in,4,2,5,ChdDSUhNMG9nS0VJQ0FnSUNqeGRtWmdRRRAB,,,,,,,Google,,107621345724147978997,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,4,,2024-04-21T22:05:20.493Z,0,,7,TRUE,,,2 days ago,,,,,,,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNqN3U3VGdnRRAB,,,,,,,Google,,113854289210212181918,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"Delicious food and drink, staff are so friendly and welcoming to families!",2024-04-14T00:39:33.892Z,0,,5,FALSE,,,a week ago,,Dinner,,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREMDcyZm9BRRAB,,,,,,,Google,,101371101715410006822,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,I really liked this place. The host and server were very friendly. Good beer/wine selection. Loved our meals and will definitely go back.,2024-04-13T00:59:07.145Z,0,,42,FALSE,,,a week ago,,Dinner,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREN2ZYREZ3EAE,,,,,,,Google,,113870681407716475576,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"Popped in when I saw morning hours posted on their window, what a treat! All around fantastic vibes: delicious food, friendly & engaging staff, wonderful ambiance. Looking forward to booking a sitter and finally making it back for dinner service (even though it does seem family friendly with a kid’s menu). Cheers and (delayed) welcome to the neighborhood!",2024-04-08T14:24:33.719Z,0,,3,FALSE,,,2 weeks ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREaHRDT0h3EAE,,,,,,,Google,,117593838688709315294,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"Excellent food, service, and vibe. The half chicken was amazing, as were the brussel sprouts and gem salad.",2024-04-07T22:56:52.113Z,0,,4,FALSE,,,2 weeks ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREeXI3cXZBRRAB,,,,,,,Google,,110015262395149817459,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,Staff is so nice. The presentation and the flavor of the food was great. Also great drinks,2024-03-23T01:12:40.803Z,0,,4,FALSE,,,a month ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEZ0tDZUxREAE,,,,,,,Google,,116662262650581610601,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"New to the neighborhood and found this place while walking around. Very nice spot and very good food and drinks. The only issue we had was we were forgot about a few times for long periods of time waiting to order and pay. Maybe it was where we had been seated, but overall the staff was super friendly and helpful when they were around. Finding this place was certainly a nice surprise and I will be back.",2024-03-20T13:40:54.123Z,0,,104,TRUE,,,a month ago,,Brunch,,$30–50,,Dine in,5,5,3,ChZDSUhNMG9nS0VJQ0FnSUQ5dzl2YVBREAE,,,,,,,Google,,115168117293255375668,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"I have eaten here a couple of times and had the fried rice tofu both times. It was delicious! They have creative drinks and moxtails. The food was served hot and quickly.

Staff is friendly and efficient! I love the decor too! I will be back soon.",2024-03-08T00:15:34.731Z,0,,57,TRUE,,,a month ago,,Dinner,,$30–50,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5MWFfRGd3RRAB,https://lh5.googleusercontent.com/p/AF1QipOZB3YsItpWOyQZUNNx0dQ2_xfFMW8vsNkgz8Cd=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNZ2-ZIIjcS3kwwDUGmX33KZp4nmFPKhGe26CVx=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMBkrw5W7pR2P43GVI47Obs312a1SDr-mcg6DAi=w150-h150-k-no-p,,,,Google,,113936650790504851656,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,,2024-03-03T20:12:52.613Z,0,,1,FALSE,,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM5ck4yRElBEAE,,,,,,,Google,,107902960704073563673,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,"I’m so happy this place is in our neighborhood! I most recently ate here for dinner with two adults and a toddler.

Highlights:
- The restaurant team were great — kind, present, but not pushy
- they are very kid-friendly — they got us set up right away with a high chair, and the mac and cheese on the kids menu was great by kid and adult standards
- the tonkatsu sandwich was great
- delicious fries
- really nicely done scallops (crispy on the top and bottom, creamy in the middle)
- gluten free, vegan brownie — fudgey and a great end to the meal

I’ve been there a couple times and this most recent visit (Feb 2024) was the best in terms of food. I think their menu is getting more creative and consistent. I was underwhelmed by the steamed veggies that came with the scallops, but that’s my only critique of this visit!",2024-02-15T00:20:31.735Z,1,,17,TRUE,,,2 months ago,,Dinner,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkNW9HLVd3EAE,https://lh5.googleusercontent.com/p/AF1QipNcgzta9KIx2xR2vM_UxPOnDK36Tz0A5rZeEKZu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMbuS_2WySXAqIDgG6CfAIb6qh1mYN6GoXO9Gr5=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMui0pZJ_mVlH6_953W9O-3uC48lFekq8i-wsaS=w150-h150-k-no-p,,,,Google,,105761346220080841457,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,1,"Really, I mean really bad and loud music.  Menu was eclectic, but nothing special, the ambiance was poor.  BTW, take a look at the other reviews, many look way too fake. Like they were posted by friends of the owner or a marketing firm.",2024-02-11T02:08:17.378Z,1,,32,FALSE,,,2 months ago,,,,,,,1,2,2,ChZDSUhNMG9nS0VJQ0FnSUNkNklTR01BEAE,,,,,,,Google,,109041925130785415242,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,,2024-02-10T22:17:50.144Z,0,,2,FALSE,,,2 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkcU1iSXVnRRAB,,,,,,,Google,,113385914743278215909,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,This is such a great new addition to the neighborhood. I recommend the wontons!,2024-02-02T01:02:25.386Z,0,,4,FALSE,,,2 months ago,,Other,,$20–30,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUR0NE52b1RBEAE,,,,,,,Google,,112896701026036394030,,,,,,,,,,,,,,,,,,,,,,,
Midnight Morning,5,,2024-01-26T17:07:40.464Z,0,,12,TRUE,,,2 months ago,,Dinner,,$30–50,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROeDdLeTRnRRAB,,,,,,,Google,,108268274980298646879,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,,2024-04-23T18:29:40.058Z,0,,69,TRUE,,,a day ago,,,,,,,4,5,4,ChdDSUhNMG9nS0VJQ0FnSUNqLVpLTHVnRRAB,,,,,,,Google,,117362910920226337602,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,4,,2024-03-30T13:34:25.105Z,0,,3,FALSE,,,3 weeks ago,,Dinner,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNEaGQtOGdBRRAB,,,,,,,Google,,105651791042675437427,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,,2024-02-14T20:53:16.570Z,0,,1,FALSE,,,2 months ago,,,,,,,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUMxaV9UYXNRRRAB,,,,,,,Google,,100767451709947592268,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,Amazing calzones,2024-02-11T21:03:58.582Z,0,,3,FALSE,2024-02-12T08:35:47.295Z,,2 months ago,,Lunch,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNkaE8yNDlRRRAB,,,,,,,Google,,114661032997410511027,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,4,,2024-02-01T02:13:12.983Z,0,,16,FALSE,,,2 months ago,,Dinner,,$1–10,,Take out,3,4,5,ChZDSUhNMG9nS0VJQ0FnSUN0cTdPb0lnEAE,,,,,,,Google,,115415951663722304651,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,Great subs.,2024-01-03T20:38:14.338Z,0,,158,TRUE,2024-01-04T13:25:40.715Z,,3 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMxeTdxOU1REAE,,,,,,,Google,,107044732598777002211,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,,2023-12-26T16:47:49.531Z,0,,8,TRUE,,,3 months ago,,Dinner,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUMxa3B2NjRRRRAB,,,,,,,Google,,101826691609904322411,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,,2023-12-03T16:12:27.601Z,0,,21,TRUE,,,4 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURsazh6SnVBRRAB,,,,,,,Google,,113004472512170959257,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,So good! The chicken wrap was awesome!,2023-12-03T03:52:38.188Z,0,,8,FALSE,2023-12-04T15:53:59.927Z,,4 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURsOWRla3ZRRRAB,,,,,,,Google,,105474765647217136073,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,"Love the food there large subs as big as long breads, food is tasteful My favorite is steak and cheese never go wrong with this place..",2023-11-30T14:54:22.445Z,0,,3,FALSE,2023-12-01T16:44:45.617Z,,4 months ago,,Lunch,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURsOU83TkFREAE,,,,,,,Google,,114629726181201156745,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,Generous portions at an unbeatable price! 7 dollars for one of the best chicken sandwiches I’ve ever had. This place has my vote for sure!,2023-10-04T00:13:18.578Z,0,,6,FALSE,2023-10-04T16:22:26.377Z,,6 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURaNmRxaC13RRAB,,,,,,,Google,,100294404830740474404,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,Quick and cheap pizza shop,2023-09-13T18:53:14.111Z,1,,97,TRUE,,,7 months ago,,Lunch,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNHODh2ejZnRRAB,,,,,,,Google,,108828856737216775679,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,2,,2023-09-01T21:38:43.115Z,0,,,FALSE,,,7 months ago,,Lunch,,,,,3,3,3,ChdDSUhNMG9nS0VJQ0FnSUNad01QSzR3RRAB,,,,,,,Google,,110884784069445216877,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,3,,2023-08-24T19:29:39.203Z,0,,1,FALSE,,,7 months ago,,Lunch,,$30–50,,Take out,5,4,4,ChdDSUhNMG9nS0VJQ0FnSURwNmMtV3h3RRAB,,,,,,,Google,,100912874032157866351,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sub And Pizza Shop,5,,2023-08-10T21:49:10.633Z,0,,,FALSE,,,8 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNwbS1hNXBRRRAB,,,,,,,Google,,102941041977882144094,,,,,,,,,,,,,,,,,,,,,,,
KFC,5,Best in bean town,2024-04-23T01:42:29.904Z,0,,12,FALSE,,,a day ago,,Dinner,Plenty of parking,$1–10,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqOGRqY293RRAB,,,,,,,Google,,108888811822194010631,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,"Disgusting, the chicken is white and slimy, I feel like I'm eating slime or some kind of Fufu. Shut this place down!",2024-03-21T21:28:57.145Z,0,,4,FALSE,,,a month ago,,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUQ5cDdTLUVREAE,https://lh5.googleusercontent.com/p/AF1QipPwjehdg71hH82GBHyx1fK-xF_0LkwP8co8S0nZ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPVvvtndYgp2XJ9VLke3aTfujmBeOZebCRyJ7ii=w150-h150-k-no-p,,,,,Google,,102041234547349925621,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,,2024-03-14T17:35:01.165Z,0,,,FALSE,,,a month ago,,Lunch,,$30–50,,Take out,,,,ChRDSUhNMG9nS0VJQ0FnSUQ5d3NOTxAB,,,,,,,Google,,116579909534878871325,,,,,,,,,,,,,,,,,,,,,,,
KFC,4,,2024-03-09T18:20:05.295Z,0,,7,FALSE,,,a month ago,,,,,,,5,4,5,ChZDSUhNMG9nS0VJQ0FnSUM5aTVQdGJBEAE,,,,,,,Google,,105021252361896715965,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,,2024-02-20T02:42:34.273Z,0,,2,FALSE,,,2 months ago,,,,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSURkd0tiUm9nRRAB,,,,,,,Google,,116673357124333652450,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,"I had a missing item. I went back in line and was ignored for over 5 minutes. The manager kept acting like he did not see me despite politely asking for help.

I won't be coming back here.",2024-02-19T01:42:02.154Z,0,,26,FALSE,,,2 months ago,,,,,,,1,3,1,ChZDSUhNMG9nS0VJQ0FnSUNkNTRyeGZ3EAE,,,,,,,Google,,102169768134307534903,,,,,,,,,,,,,,,,,,,,,,,
KFC,3,"The girl that worked the window wasn't very friendly it appeared she may have had an attitude, plus she forgot to give me my drink. I said my please and thank you. It would be.nice.if it.was  reciprocated.",2024-01-29T15:47:02.964Z,0,,240,TRUE,,,2 months ago,,Lunch,,$10–20,,Take out,,5,3,ChdDSUhNMG9nS0VJQ0FnSUN0cktxcy1RRRAB,,,,,,,Google,,117028945278005816833,,,,,,,,,,,,,,,,,,,,,,,
KFC,4,,2024-01-26T09:22:38.150Z,0,,5,TRUE,,,2 months ago,,Other,Plenty of parking,$20–30,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSURObV8tdnBRRRAB,,,,,,,Google,,107144731750293261253,,,,,,,,,,,,,,,,,,,,,,,
KFC,5,,2024-01-21T05:54:39.867Z,0,,,FALSE,,,3 months ago,,Dinner,,$10–20,,Delivery,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROa3FhNGlBRRAB,,,,,,,Google,,104213773907711463523,,,,,,,,,,,,,,,,,,,,,,,
KFC,5,,2024-01-20T03:05:42.401Z,0,,1,FALSE,,,3 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROc0k3eHdBRRAB,,,,,,,Google,,116223548286117752876,,,,,,,,,,,,,,,,,,,,,,,
KFC,4,KFC's chicken sandwich is always right.,2024-01-18T18:03:34.685Z,0,,16,TRUE,,,3 months ago,,Dinner,Plenty of parking,$1–10,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNObDVhQUpnEAE,,,,,,,Google,,113040277480926833596,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,,2024-01-12T02:51:02.474Z,0,,2,FALSE,,,3 months ago,,,,,,,1,1,3,ChdDSUhNMG9nS0VJQ0FnSUNOLU9fQV9nRRAB,,,,,,,Google,,102292901790118151941,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,"Messed up my order, cold and old fries  management and Staff were extremelly rude.",2023-12-31T03:06:56.736Z,0,,3,FALSE,,,3 months ago,,Dinner,,$20–30,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUMxb2FfMDNnRRAB,,,,,,,Google,,106602764746432358046,,,,,,,,,,,,,,,,,,,,,,,
KFC,1,"Horrible customer service, went there 12/30/23. I ordered 8 piece meal and only got 5 piece chicken , I went back inside and told a black lady with a nasty as actitud on the front and she literally said I was lying. I just cancelled my whole order but they only refunded   the chicken and not the rest. Never going there again !! They also ripped the receipt on the bottom to not get on the website !",2023-12-31T02:52:42.215Z,0,,1,FALSE,,,3 months ago,,Dinner,,$20–30,,Take out,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUMxb2VldmhRRRAB,https://lh5.googleusercontent.com/p/AF1QipNb-JKCUfEu4B4bV62h56HZrtNDxuBWnpHXoe4L=w150-h150-k-no-p,,,,,,Google,,107538365039668875798,,,,,,,,,,,,,,,,,,,,,,,
KFC,2,They sold Me a old dried out famous bowl reason it gets a two because they remade it with out a hassle,2023-12-19T07:16:57.369Z,0,,14,FALSE,,,4 months ago,,Lunch,,,,Take out,3,1,1,ChdDSUhNMG9nS0VJQ0FnSURWNzcyZ2pRRRAB,,,,,,,Google,,114740637494779918869,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,3,It's McDonald's. Staff were quite loud and the tables were dirty. It's a pretty nice looking place though and comfortable.,2024-04-23T19:46:27.073Z,0,,7,TRUE,,,23 hours ago,,,,,,,3,4,2,ChdDSUhNMG9nS0VJQ0FnSUNqLWN2RXZnRRAB,,,,,,,Google,,113854289210212181918,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,5,"Excelente servicio
Buena comida
Buen café  el mejor café sin equivocarme de la zona Buen negocio yo lo recomiendo",2024-04-22T14:35:02.268Z,0,,35,TRUE,,,2 days ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqb1pLNTJnRRAB,,,,,,,Google,,113911478899973227510,,,"Excellent service
Good food
Good coffee, the best coffee without making mistakes in the area. Good business, I recommend it.",,,,,,,,,,,,,,,,,,,,
McDonald's,5,Awesome customer service,2024-04-10T20:47:33.113Z,0,,40,TRUE,,,a week ago,,,,,,,5,4,5,ChdDSUhNMG9nS0VJQ0FnSURGODd5U2dRRRAB,,,,,,,Google,,116379495964092293353,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,5,,2024-04-10T09:28:44.572Z,0,,11,TRUE,,,2 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREZ2VyWHF3RRAB,,,,,,,Google,,112746741903272866560,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,3,"I was so disappointed because my Quarter Pounder was burnt the first time and they replaced it when I received the second one it was packed with lots of onions and the meat was raw. I was like wait a MF minute. Just give my money back.
They did a refund for my Quarter Pounder and customer service was okay which is why I am giving it three stars.",2024-04-02T10:38:59.948Z,0,,51,TRUE,,,3 weeks ago,,Lunch,,$10–20,,Dine in,2,2,3,ChZDSUhNMG9nS0VJQ0FnSUNELTkyMFp3EAE,,,,,,,Google,,114866633390977291067,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,1,,2024-03-25T01:01:13.176Z,0,,15,FALSE,,,4 weeks ago,,Dinner,,$30–50,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNEdEpuZ3RRRRAB,,,,,,,Google,,108912389935187124421,,,,,,,,,,,,,,,,,,,,,,,
McDonald's,5,"Great customer service, fast and easy to place order, great food with reasonable prices.",2024-03-22T17:18:30.190Z,0,,94,TRUE,,,a month ago,,Lunch,Plenty of parking,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN4c1p5SjB3RRAB,,,,,,,Google,,116848813439073779246,,,,,,,,,,,,,,,,,,,,,,,
