text,reviewId,city,lan
"Extremely disappointed with the Bun Bo Hue dish that I ordered. The amount of food in this item was dismal compared to other dishes ordered from here. Furthermore, it did not include all items listed  in the menu.  For a specialty menu item and the cost of the dish, I expected more. Very disappointed.",ChZDSUhNMG9nS0VJQ0FnSURsbThUU2RnEAE,Boston,en
Wonderful people own and operate this restaurant. Immaculate inside good prices and delicious food,ChdDSUhNMG9nS0VJQ0FnSURsLWFtRHJBRRAB,Boston,en
This is a good quality Vietnamese restaurant for a very good prices. That's why I give it five stars.,ChdDSUhNMG9nS0VJQ0FnSUNsbWR6MTlnRRAB,Boston,en
"Hope it's under new ownership, was there on a date about 2 years ago got sick as a dog, but use to be great way back true Vietnamese dining then, outside of the recent dining experience the waitstaff  was very professional. But won't be back",ChdDSUhNMG9nS0VJQ0FnSUQ1X0luQmxRRRAB,Boston,en
The food over here in this restaurant is really good I definitely would recommend this restaurant to friends and family,ChdDSUhNMG9nS0VJQ0FnSUQ5eUlyTnNBRRAB,Boston,en
Great  food The nachos are my favorites,ChZDSUhNMG9nS0VJQ0FnSUQxX3Vuc09nEAE,Boston,en
"The food was phenomenal. Some of the best lengua I've ever had, one of the best pupusas I've ever had. The liver was very solid too. Excited to go back and try more dishes. Very kind service too. 10/10",ChZDSUhNMG9nS0VJQ0FnSURGcDRXM0p3EAE,Boston,en
Great food  really good people,ChdDSUhNMG9nS0VJQ0FnSURKbnRmSnFRRRAB,Boston,en
Best Salvadorian/Mexican cuisine in the city! I’ve been going here for years and still very surprised not a lot of people know about this place. I definitely recommend the pupusas and birria tacos,ChdDSUhNMG9nS0VJQ0FnSUNkeDdqRDRRRRAB,Boston,en
Pizza is delicious. Atmosphere is wonderful and service is friendly.,ChdDSUhNMG9nS0VJQ0FnSUNqNGQtUjlBRRAB,Boston,en
this place is awesome.,ChZDSUhNMG9nS0VJQ0FnSUNqNFotVGRREAE,Boston,en
"We just drank, but the service was great and very friendly service",ChZDSUhNMG9nS0VJQ0FnSUREMC0tM0VnEAE,Boston,en
Cozy place to watch a game,ChZDSUhNMG9nS0VJQ0FnSURENXE2WEh3EAE,Boston,en
"We went to Kelley’s to have to dinner right after flying in to Boston. It’s located about 10-minute drive from the car rental center. We loved the vibe of the place as it has a lot of memorabilia, the service was good as the girls did their best during their extremely busy night.
But the food tbh wasn’t as amazing as I was hoping for. I ordered chicken parmesiano calzone and it was quite dry and doughy. Maybe it was my luck that day, but my Bloody Mary had too much alcohol in it and tasted watery with no flavor. 🤷‍",ChZDSUhNMG9nS0VJQ0FnSUREX0xxNk53EAE,Boston,en
"great place to stop by, had a layover from europe and needed to skip through a few hours before the next flight to where i was headed. Ciro and the guys at this place are personable and v friendly, the type of atmosphere you can’t really find anymore nowadays. definitely recommend to anyone, especially if you have a few hours to spare and can make the short trip out the airport. i only had a burger but the other dishes other people ordered were proper portions, looked delicious and all at a great price. also guiness pints are under 8$, try double at the airport. definitely worth the free bus and the 10 min walk out",ChdDSUhNMG9nS0VJQ0FnSUQ5cTZDSW1RRRAB,Boston,en
I love this place,ChdDSUhNMG9nS0VJQ0FnSUQ5eTZybzFnRRAB,Boston,en
"This place is just so iconic. It's a great time, anytime you go there. Pizza is also really good! Service can be a bit forgetful but it just adds to the charm. Seriously, if you are thinking about checking out a different eastie pizza spot, this place is just as good.",ChdDSUhNMG9nS0VJQ0FnSUQ5MDl6RW1nRRAB,Boston,en
"I went there for an early dinner after landing at Logan airport - and I can highly recommend. The chicken with cream sauce was fantastic, large portion, great price. The place is nice and cozy.",ChdDSUhNMG9nS0VJQ0FnSUR4cVlEbl9RRRAB,Boston,en
Great little spot in East Boston for quality Mexican and Salvadorean dishes at reasonable prices. I loved the perfectly seasoned steak tacos. Their staff was very friendly and helpful when I ran into a problem with online ordering.,ChZDSUhNMG9nS0VJQ0FnSUN4LXRqRE93EAE,Boston,en
This is Salvadorian Mexican which is similar to Mexican food but with slightly different spices. It was delicious! I wish we had one in our city.,ChdDSUhNMG9nS0VJQ0FnSUN1bThlb29RRRAB,Boston,en
Very good food,ChZDSUhNMG9nS0VJQ0FnSUMyN0t5WWZREAE,Boston,en
Cash Only! I always get the Empanadas,ChdDSUhNMG9nS0VJQ0FnSUNqc09ubGx3RRAB,Boston,en
Muy casero,ChZDSUhNMG9nS0VJQ0FnSUREdXJxalBnEAE,Boston,en
I been a client for 20 years now,ChdDSUhNMG9nS0VJQ0FnSUNqbWRXQnZRRRAB,Boston,en
"I love great chef Chinese but only gave 3 stars . I shouldn’t have to call each damn time after I order online to get more then two tiny packs of soy sauce and two tiny ducks sauces for a large order that cost over 30/50 dollars!
what are 4/8 people supposed to do two two packs of soy sauce’s and duck sauces ?
Never fails",ChZDSUhNMG9nS0VJQ0FnSUNEZzQySVJREAE,Boston,en
"First Time ordering from here and I was up @ 5 in the morning throwing up.
Nope ‍",ChdDSUhNMG9nS0VJQ0FnSUQ5MWZ1X3NRRRAB,Boston,en
It is a busy spot after 2 in the morning.  If you hungry and looking for a quick bite to eat this is place to go too,ChdDSUhNMG9nS0VJQ0FnSUQ5dWJYRHJ3RRAB,Boston,en
"great online ordering experience,  lighting fast delivery, egg foo young w shrimp delish. i love the small portion options on some items. great value, too!",ChdDSUhNMG9nS0VJQ0FnSUQ5b0t5SWlBRRAB,Boston,en
I've been eating takeout from here for 25+ years. I like their lobster sauce best,ChZDSUhNMG9nS0VJQ0FnSUNRNFpUZEhREAE,Boston,en
The food was fresh hot and it was yummy. I went from Malden/Melrose line to East Boston got it home it was still nice and hot.,ChdDSUhNMG9nS0VJQ0FnSUM5eGRuYm5RRRAB,Boston,en
"Delicious House Fried Rice, Chicken Fingers, & Crab Rangoon.  Most definitely “scratches that itch”, as another reviewer said.  I am in love with East Coast Chinese American Takeaway, and this place definitely hits the spot!",ChdDSUhNMG9nS0VJQ0FnSUM5b1BTaGp3RRAB,Boston,en
Best noodles in town,ChZDSUhNMG9nS0VJQ0FnSUNkOGNPZ1VREAE,Boston,en
Portions very small,ChZDSUhNMG9nS0VJQ0FnSUNkZ3JULVJREAE,Boston,en
"A 10/10 delicious food, great ambience and wonderful service.",ChdDSUhNMG9nS0VJQ0FnSUNqOXNHYzhBRRAB,Boston,en
"A very nice and different selection of Mexican foods. Enjoyable, delicious. And the margaritas were great to go with it. All six of us really had a great meal together.",ChZDSUhNMG9nS0VJQ0FnSUREZ19DNFRREAE,Boston,en
Super delicious food and kind staff!!,ChdDSUhNMG9nS0VJQ0FnSUREN1BTaS13RRAB,Boston,en
The best breakfast spot in eastie and arguably Boston. Only issue is their phone is awful so calling is a major issue. I try to order pick up but they usually cant hear you so I get pickup somewhere else.,ChZDSUhNMG9nS0VJQ0FnSUNEeHJTdklREAE,Boston,en
This was a great fun find for us. Walkable from Embassy Suites through a lovely Latino district. The best huevos rancheros I've ever had!,ChZDSUhNMG9nS0VJQ0FnSUQ5cXB2X0RnEAE,Boston,en
One of the best brunch's in Boston. Always worth going.,ChdDSUhNMG9nS0VJQ0FnSUM5d2ZfQTVnRRAB,Boston,en
"Everything is amazing, the staff is beyond kind, I live around the corner and eat here at least once weekly. Tinga burrito is my go too.",ChdDSUhNMG9nS0VJQ0FnSUM5MnZ6YnZBRRAB,Boston,en
Every dish is phenomenal! Great service too.,ChZDSUhNMG9nS0VJQ0FnSURkbXRpa0x3EAE,Boston,en
"Disrespectful, rude and unprofessional staff shouldnt text a person for 50 dollars not knowing the situation why they didn’t pick up the food. Specially When they are customer that bought food from your place multiple time. This show that they don’t care for there customer just money",ChdDSUhNMG9nS0VJQ0FnSUNEN3VhaHRRRRAB,Boston,en
"Horrible place, customer service sucks , will never go to this place again",ChZDSUhNMG9nS0VJQ0FnSUNEcnVXekVBEAE,Boston,en
"I do a lot of reviews, and I leave a lot of good reviews, but this has to be one of the rudest and most disrespectful places I've ever encountered! My sister placed and order with them but forgot to pick it up because she had to rush home to her baby, she is a new mother. Because she did not pick up her food, the restaurant messaged her saying... "" if you don't pick up your food and pay us, we will post your picture in all our groupchats and on every corner for being a thief..."" She did not ""steal"" anything, she simply forgot to pick up her order due to a family emergency and now they are threatening her over a miserable $50 bill. What kind of gang run business is this! I hope you get shutdown.",ChdDSUhNMG9nS0VJQ0FnSUNEcnNDVWtRRRAB,Boston,en
"My family and I were regulars, fair to say we  know in life things occur out of the blue that we have to tend to. Today was one of those days for me. I received a text from a “Oscar” who searched my number & sends me messages via WhatsApp harassing me for not picking up an order I placed. Claiming I’m a “ladrona” and “trampoza.” I have never seen such a level of unprofessionalism as I have experienced today.",ChdDSUhNMG9nS0VJQ0FnSUNEdHI2Q2lnRRAB,Boston,en
Most disrespectful service ever to exist. Run by the most unprofessional people I've ever seen.,ChdDSUhNMG9nS0VJQ0FnSUNEdHM3a2dnRRAB,Boston,en
Amazing papusas,ChdDSUhNMG9nS0VJQ0FnSUROMThQdnJBRRAB,Boston,en
"Barria tacos were on point and so was the soup, although I must say the Chicharron was a bit chewy and unpleasant.",ChdDSUhNMG9nS0VJQ0FnSURacTZEdW9BRRAB,Boston,en
"Always a great service, this has been our place for years now. Sometimes the music is a little louder than usual, feels like I am at the club and not a restaurant.  Anyways, the food is great and prices as well.",ChZDSUhNMG9nS0VJQ0FnSURKaVluNERnEAE,Boston,en
The montanero here is good,ChdDSUhNMG9nS0VJQ0FnSURKcU1HR2t3RRAB,Boston,en
They did not speak or understand English very well so it was a little bit of a struggle.  Two people can eat for $40.00.,ChZDSUhNMG9nS0VJQ0FnSURKaVA2ek5REAE,Boston,en
"The food is very good, they just need to change the plastic plates that are already yellow and smell like soap... the music could be better",ChRDSUhNMG9nS0VJQ0FnSUNKaDhRSRAB,Boston,en
I didn't love the birria tacos. They looked like they were fried. The lengua tacos were good not great. This place is in so many lists so I had high expectations but I've had better mexican good in Boston like Angela's or chilacates. We were disappointed. 3 starts because is not bad just not great.,ChdDSUhNMG9nS0VJQ0FnSUREci1QTHFnRRAB,Boston,en
The tamales and tacos here are some of the best in town. The birria tacos are my favorite.,ChZDSUhNMG9nS0VJQ0FnSUREMDdYUkRBEAE,Boston,en
"Best birria tacos ever, also the burritos, the people is super friendly",ChdDSUhNMG9nS0VJQ0FnSUREN1p6ZWtnRRAB,Boston,en
Tasty and authentic food.,ChZDSUhNMG9nS0VJQ0FnSUREM3NiT2JREAE,Boston,en
"Excellent food, exceptional service, and a no-frills atmosphere. You can taste the love put into every dish. These are hands down the best birria tacos I've ever tasted.",ChZDSUhNMG9nS0VJQ0FnSUREMEtUV0pnEAE,Boston,en
"Great food, great service, and it’s a hole in the so no frills. Food made with love. The best birria tacos I’ve ever had.",ChdDSUhNMG9nS0VJQ0FnSUNEX2NXQi1nRRAB,Boston,en
Not only are they the best tacos in boston but the service is also impeccable - I asked for shrimp tacos without realizing they aren’t actually on the menu (my bad) and the owner insisted on making them for me anyway! So jot necessary but so appreciated nonetheless - thank you!!,ChZDSUhNMG9nS0VJQ0FnSUNEd3BhMFpBEAE,Boston,en
Authentic. Cheap. Good quality. Will come here again!,ChdDSUhNMG9nS0VJQ0FnSUQ5MS12VGpBRRAB,Boston,en
"They are crazy.
They are not professional.
They are racist.
That gives no tortilla.
Very expensive service various species food.
The worst.",ChdDSUhNMG9nS0VJQ0FnSUMxOE9uWDR3RRAB,Boston,en
The chicken is so good they have big portions,ChZDSUhNMG9nS0VJQ0FnSUQ1c3RySmVBEAE,Boston,en
"This is such a great spot for Peruvian food in Boston! They’ve been around for a long time and the clientele tells you all you need to know. Highly recommend the Rincon Classico, the fried batter is super light and it comes with ceviche!",ChdDSUhNMG9nS0VJQ0FnSUNqeFpQLWtBRRAB,Boston,en
"Ceviche mixto was not as good as I remember it. The red snapper was very good, and the seafood sauce was even better. Portions were large. 2 entrees and an appetizer came to over $100. Televisions are playing in the dining area. Parking was spotty.",ChdDSUhNMG9nS0VJQ0FnSUNqb3ZXXzJnRRAB,Boston,en
Peruvian Food made by Colombians. The food is okay but not authentic. As a Peruvian I will tell you to go to Tutti Frutti which is 1-min walking from this location for more authentic Peruvian Food,ChdDSUhNMG9nS0VJQ0FnSUNqa091bS13RRAB,Boston,en
What a fantastic place! The ceviche here is possibly the best I've ever had in the US. Don't miss out on the baked stuffed potato (papa rellena)—it's truly worth a try. And the plantains? Absolutely delicious. Service is top-notch as well.,ChZDSUhNMG9nS0VJQ0FnSUREMElpQUF3EAE,Boston,en
"A traditional, family-run establishment that exudes warmth and authenticity. The ambiance is cozy and inviting, fostering a sense of familiarity and comfort. The staff is courteous and professional, ensuring a pleasant and respectful experience.",ChdDSUhNMG9nS0VJQ0FnSUREOElpRW9BRRAB,Boston,en
While the atmosphere isn’t anything to write home about the people and food make up for it. Authentic East Boston experience with delicious food. The pollo Lisa was incredible as was the Mario a la seafood. Easy spot at then beginning or end of a trip out of BOS.,ChdDSUhNMG9nS0VJQ0FnSUNEbDR1eW9nRRAB,Boston,en
This place is a treat.  Food and service are amazing.  Worth the trek from downtown as this place does a better job of being authentic North End than the North End.,ChZDSUhNMG9nS0VJQ0FnSUM5bjhDVE53EAE,Boston,en
"Excellent Italian food in East Boston, MA.  Warm, welcoming atmosphere with  neighborhood vibe.  Mario, Ursula and family  make this a special little gem. Vitello & Pesce is not to be missed!",ChdDSUhNMG9nS0VJQ0FnSUM5Njd5endRRRAB,Boston,en
"Fantastic, prompt service, absolutely amazing food, felt like visiting Nonna’s house! Tiny restaurant, with huge heart. Could not recommend more highly!",ChdDSUhNMG9nS0VJQ0FnSUM5NmN5RnhBRRAB,Boston,en
"I don’t eat Italian food often because I don’t know how to order. So most time I order scampi or lasagna. In Mario’s I didn’t see lasagna on the menu. The lady with a big smile when we walked in came to assist. She said lasagna is such a popular dish in her restaurant so she does not need to put it on the menu but she will make me one. It was the best one I ever had. I love the sauce so much. It tastes smooth but not sour. Usually I’ll have some stomach upset after I eat tomato sauce dishes. But this time I didn’t have any problem. I even went to bed right after dinner without any issues. Love the place. Love the service. Love the atmosphere. If you’re traveling in Boston and stay near the airport, this place should be on your list to visit for your meal.",ChZDSUhNMG9nS0VJQ0FnSURkajZpN1dBEAE,Boston,en
What an amazing dinning experience! The service was awesome and so was the food!!,ChdDSUhNMG9nS0VJQ0FnSUNkc2VHWTBnRRAB,Boston,en
Amazing food and outstanding service! Feels like you’re eating a home cooked meal in your grandmas kitchen. Best tiramisu I’ve EVER had. 10/10 I will definitely be back.,ChZDSUhNMG9nS0VJQ0FnSUNkNHVXTlZREAE,Boston,en
Boston’s hidden gem!! The most amazing Italian food I’ve had & I travel a lot & I'm not easy to please. This place is the ultimate Italian experience. From the amazing food to the impeccable service. Do yourself a favor & order the cannolis.,ChdDSUhNMG9nS0VJQ0FnSUNkNklDaTNnRRAB,Boston,en
"This is what the North End should be, amazing sauce and a simple & delicious menu!",ChdDSUhNMG9nS0VJQ0FnSUNqaWZDNTVRRRAB,Boston,en
Love love love!!! Always amazing food and so much of it. The staff is amazing and they have the best atmosphere quaint and intimate. You never mind the wait because the food is worth it. We love it here as does my family.,ChdDSUhNMG9nS0VJQ0FnSURaN09lRzBRRRAB,Boston,en
The best italian food in town.  I just wish it was larger,ChdDSUhNMG9nS0VJQ0FnSUREMF9HeWlBRRAB,Boston,en
"Huge portions of pasta what accompanies it may not be as generous, the forno pasta comes with very small meatballs about 6 , and some asparagus stocks, don’t add cheese to this dish if you decide to have it , there’s slices of bread and butter in those little condiment plastic cups, it is pricey but if you get a meals you’re happy with you definitely will be taking home a doggy bag, so that one plate of pasta may be 2-3 meals at the end of the day , it missed on this night for me",ChZDSUhNMG9nS0VJQ0FnSUREM3JEMVNBEAE,Boston,en
"This was my favorite Italian place in East Boston ‘till tonight, I’ve tried most of the items in the menu, but I am a sea food pasta man so I loved here at Rino’s the calamari with home made linguine pasta. Tonight was really bad, I rarely send dishes back, but tonight the plate was inedible, way too salty and way too overheated so I send it back with the waitress, whom I ve known from the times I’ve been there and she is very nice and friendly so she was so nice to take my plate to had it made again… what a disappointment it was pretty much the same… so only because I was very hungry I ate only the calamari which had no much flavor and left all the badly cooked salty pasta, I wonder if they had changed cook, because even the presentation of te plate and the quality of the calamari was so different from previous times. The white sauce dish in this picture is how it used yo be made, it was delicious. The tomato sauce was the dish from this time… sooo bad, same dish, different time!!",ChdDSUhNMG9nS0VJQ0FnSURobU5hZnBBRRAB,Boston,en
New favorite place for Italian great food and service,ChZDSUhNMG9nS0VJQ0FnSUREc1B5aGFREAE,Boston,en
"I dunno if it was an off day or what, but I was excited to try this place from the reviews and was kind of disappointed in the food. Both our pasta dishes were too soft and not very flavorful. I almost came here for my fiancé’s birthday and am glad I didn’t.
Ambience is very nice though and service was quick and good. Also, huge portions for the money which makes it worth it.",ChdDSUhNMG9nS0VJQ0FnSUNEbGNDX3dBRRAB,Boston,en
"BEWARE OF THE SECRET RESERVATION LIST!!

It is very well advertised that this is a “no reservations taken” restaurant. We learned the hard way that you actually CAN make reservations (by emailing the owner directly).

So, when we put our name in for a group of 4 at 6:30 pm and the hostess told us there were only 3 tables ahead of us, we were more than happy to wait as we had been wanting to try this spot for a long time. 2 hours after patiently waiting outdoors (you can’t wait indoors here), and after watching many groups stroll in to their RESERVED tables, we decided to check in with the hostess. Her advice was that we should have made a reservation by contacting the owner directly.

So, if you find yourself waiting for a table here, just know that the empty table you see through the window may just remain empty until a limo full of people with a secret reservation arrives for their 8:15 reservation.

Easy fix: instead of leading on to your customers that they are the third ones in line for a table, tell them the truth (we have some large parties tonight, special event or request, etc). If we knew the truth, we would have simply returned another night. Alas, our patience did not prevail and we gave up at the 2 hour mark.",ChZDSUhNMG9nS0VJQ0FnSUNENmR2YkNnEAE,Boston,en
"Great place and food, though we were able to finish only half of main dishes - too huge. ATM is one block away.",ChZDSUhNMG9nS0VJQ0FnSUNENkppREhREAE,Boston,en
Best Italian food in East Boston,ChZDSUhNMG9nS0VJQ0FnSUQ5ODlIMElnEAE,Boston,en
"What a delicious, intimate spot. We are in love with this place. Our new favorite restaurant, with the best lobster ravioli I've ever had.",ChZDSUhNMG9nS0VJQ0FnSUQ5eGZUMU1BEAE,Boston,en
"Listen..... Take The Time... Just Go and Try this INSANE FOOD....
YOU WON'T BE DISAPPOINTED",ChZDSUhNMG9nS0VJQ0FnSUQ5MGZ2NUxBEAE,Boston,en
Best Italian in the city!,ChZDSUhNMG9nS0VJQ0FnSURlcUp1MElnEAE,Boston,en
The food is brilliant. The place is brilliant.,ChdDSUhNMG9nS0VJQ0FnSUNqc2R1WndRRRAB,Boston,en
I hate eating at places with loud music and these place has very loud music. BUT food and service AMAZING!!! This was so delicious deff saving as my favorite.,ChZDSUhNMG9nS0VJQ0FnSUNqcHUyc0FREAE,Boston,en
"Very tasty salvadoran-mexican food offerings. We enjoyed everything we ordered: caldo de res, lengua tacos, fajitas, and papusa. Will return. Service was great and attentive.",ChdDSUhNMG9nS0VJQ0FnSUQ5bDh6V3Z3RRAB,Boston,en
Best pupusas in Boston!,ChdDSUhNMG9nS0VJQ0FnSUNkdl9uQmp3RRAB,Boston,en
Great place. Had a chicken quesadilla. The place is pretty decent,ChdDSUhNMG9nS0VJQ0FnSUNkNzVtQXhBRRAB,Boston,en
D Best,ChdDSUhNMG9nS0VJQ0FnSUNkeGNUempRRRAB,Boston,en
"Everything was so delicious! Service was a tad slow, but we weren't in a rush so we didn't mind. They were still very kind and everything was great. Wish we had them back home!",ChZDSUhNMG9nS0VJQ0FnSUNqaXFlTmVnEAE,Boston,en
"Best chicken marsala and chicken wings. Lunas does not disappoint. Great food, great staff, and comfortable atmosphere. If you are in this area, definitely stop and eat",ChdDSUhNMG9nS0VJQ0FnSUNEeC1HYTFRRRAB,Boston,en
"**UPDATED - PLEASE READ FULL REVIEW**

ORIGINAL:
Please, either: 1. Answer your phone, or; 2. Update the information on your website/Google search to reflect if you are either permanently closed or have hours alternative to those posted. It's ignorant and neglectful to simply leave it as is AND have no answer to phone calls. If anyone knows the status of this restaurant, please advise. Thank you.

**************

UPDATE:
Although still confused and disappointed that I could not get a phone answered before heading to Luna's - once we arrived we were treated very well. Every accommodation was made to service us to our liking. The foods were varied, fresh and delicious!! You could tell the chef and staff take great care and pride. The place is IMMACULATE!! A must for me when dining out. I loved the Latin cuisine infusion to traditional dishes. The servings were ample enough by my measure [I'm not a glutton and understand portion control] and aside from being delicious everything was fresh and prepared to order. Unlike many who commented here, we did not find rude, neglectful staff on hand; nor did we find the prices outrageous for these ""Biden's - Build Back Better"" out of control inflationary times. If they put on a general recording on the phone to answer FAQ, this would be a huge help. But answering the phone is even better!! We merely needed to know if they in fact were OPEN and hadn't succumbed to a Biden Administration induced demise. We were happy to learn they hadn't!! Thank you for excellent food, outstanding service and affordable prices!!",ChdDSUhNMG9nS0VJQ0FnSUQyc2FDbzJBRRAB,Boston,en
"Small cute and quiet
Went early around 5pm on a week day and we aren’t very high maintenance so perfect for us. Reasonably priced. Very attentive and polite servers!",ChdDSUhNMG9nS0VJQ0FnSUNkbHYyOWdBRRAB,Boston,en
Muy sabroso,ChZDSUhNMG9nS0VJQ0FnSUNkeFB2cFJnEAE,Boston,en
"Great food, great atmosphere, a little expensive",ChZDSUhNMG9nS0VJQ0FnSUNqM092WE1nEAE,Boston,en
"food absolutely delicious
I had the scallops with cranberry compote truly delicious everything on the plate
the bread and butter both delicious we asked for a 2nd basket
service was slow and getting our check was slow",ChdDSUhNMG9nS0VJQ0FnSUREOTltWXhnRRAB,Boston,en
Cold and under seasoned food with any ambiance destroyed by the inclusion of a DJ who plays Cotton Eye Joe and the chacha slide,ChdDSUhNMG9nS0VJQ0FnSUREbzhlaHVnRRAB,Boston,en
Food and drinks ridiculously overpriced. The margarita pizza and the short rib spring rolls not great. Would not recommend this place if you’re in town for an event at the new balance track.,ChZDSUhNMG9nS0VJQ0FnSUREeXJueVRREAE,Boston,en
Everything is amazing!,ChdDSUhNMG9nS0VJQ0FnSUNEdllMV3Z3RRAB,Boston,en
"Suggestion to change “Street Corn” to “Street Corn Salsa” as someone with a crazy love for street corn and an aversion to peppers I was really sad ordering it.

Overall absolutely gorgeous restaurant and excellent service.",ChZDSUhNMG9nS0VJQ0FnSUNEbW9MeEFREAE,Boston,en
We went for family lunch on a weekend. We are seated right a way and we ordered our drinks. The food was served hot and the service was excellent. Their cocktails are the best. I recommend the dessert too.,ChZDSUhNMG9nS0VJQ0FnSUNEN0pHUU1REAE,Boston,en
"We had a salad that was just ok. It was over dressed and had half brussels sprouts tossed in which were tough to eat. The salad felt like a ""job to get done"". The calamari was great, not chewy and came with good flavors. The rest of the meal was average. They did not have any sparkling water, which we have never  run into anywhere. They ran out. Desert was the chocolate chip cookie that was just OK. We will try this place again when we are in town. The server and other staff were fast and perfect overall.",ChdDSUhNMG9nS0VJQ0FnSUNEN0lpcnRnRRAB,Boston,en
"Fried pickles were good, chicken parm was ok. Didn't like the pasta portion of it though. Too creamy. Should of stuck to basic chicken parm with red sauce on the pasta. Food wasn't that hot coming out. Chicken in my daughter's Caesar salad wasn't horrible but could of been better. Creme Brule was delicious but you are served a very small amount in a small dish. The dish should of been deeper at least.",ChZDSUhNMG9nS0VJQ0FnSUNEaElhaERBEAE,Boston,en
"Food was decent, but everyone in my party left with a bad taste in their mouths after we were very rudely chastised and lectured about asking to split the check by our waiter, who was clearly having a bad night even though he already had his mandatory 20% gratuity added into the nearly $900 bill from our table. It might be annoying to you, but if the paying customer asks to split the bill at the end of the meal, you should smile and do it without complaining and making everyone feel awkward. Splitting a bill is a basic part of being a server; if you can’t manage it without fussing I suggest getting a different gig.",ChZDSUhNMG9nS0VJQ0FnSUM5NzRPcVBnEAE,Boston,en
"EDIT: The manager reached out and compensated our meal from our last visit—we returned for lunch and had a pleasant meal. The service was attentive, kind, and more readily available than our previous visits. The food was also much better and everything was properly cooked.

Twice is not always nice. Just like the first time we visited the service remains extremely slow from the moment we walked through the door to when we recieved our check and the food is still very poorly done. Brunch came out cold and every egg we orded was very overcooked—very overpriced for the quality. Also, the hot sauce only comes in miniature doll house sizes. At least our server was friendly when we could find her. It's embarrassing that the Rail Stop continues to have this problem a year after our first visit. The manager should be fired or the place should be submitted to Kitchen Nightmares. If Gordon Ramsay turned the place around, we might consider a third visit. Until then, stear clear Boston.",ChdDSUhNMG9nS0VJQ0FnSUNOM3RDX3lRRRAB,Boston,en
"Food is good (well seasoned), and the people are nice. Minus one star because I went here the other day and got really sick - I know it was from the food here because it was the only thing I had eaten that entire day. I was feeling fine the entire morning, grabbed lunch at 1pm felt fine then around 3:30pm started feeling really nauseous and threw up multiple times. I've had food from this location before without any issues so maybe something wasn't cooked all the way through that day...",ChdDSUhNMG9nS0VJQ0FnSUREOWV6V2tnRRAB,Boston,en
"The food is good but the workers have really bad attitude (specially on Monday), they really don’t like to give you a customer experience, the tables are dirty, to many people doing nothing, they sell warm soda because they don’t have ice???",ChdDSUhNMG9nS0VJQ0FnSUREOHR1Vm1nRRAB,Boston,en
"The food was very tasty and filling. I requested delivery and it was delivered within a reasonable time and neatly packed. The hot honey sauce is amazing!! My new healthy go to, fast food spot.",ChZDSUhNMG9nS0VJQ0FnSUREc003akZBEAE,Boston,en
I had a mixed up online order through food.google that didn’t indicate the third party and I’d set for the wrong pickup time. A real kerfuffle! However Connell fixed everything for me with no problem. I really appreciate Connell’s patience and care with this order - plus a large dose of friendliness. Stellar service! The food is just okay but this level of customer service was worth five stars.,ChZDSUhNMG9nS0VJQ0FnSUNENzgySEpREAE,Boston,en
I wanted to write a review to say THANK YOU to Dig - I ordered a meal on Uber eats and was delivered a meal for the wrong Sophia. I was heartbroken because I was starving and having a bad day. I called the store and management went out of their way to send me a replacement meal. What an honorable way to do business. They even included an extra cookie. Made my night :),ChdDSUhNMG9nS0VJQ0FnSUNENS1YeG5RRRAB,Boston,en
I just recently ordered off Uber eats and for $20+  the portions was defiantly not worth it it’s like they gave one scoop of rice and veggies in a baby spoon I’m very disappointed because I come in often and I definitely get my moneys worth!!!!!,ChdDSUhNMG9nS0VJQ0FnSUNEeXRPNXp3RRAB,Boston,en
"Wow!  Basically air fryer chicken but AMAZING!  Tender, juicy, flavorful, crunchy.  Wish we had one nearby.  Sides are great too!",ChdDSUhNMG9nS0VJQ0FnSUNEd3VMWnVBRRAB,Boston,en
"Dirty tables! Anyone knows why are we normalising this?

Also I understand that cooking brown rice is a bit more complicated compared to just boiling water but you should be able to find a lot of youtube videos!",ChdDSUhNMG9nS0VJQ0FnSUQ5a2NXc3VBRRAB,Boston,en
"Unpretentious, delicious, inexpensive food. This place is an absolute gem.",ChZDSUhNMG9nS0VJQ0FnSUM5NTdPVkdREAE,Boston,en
"Food Carrie’s depending on who’s cooking; Rubbery chicken, un-charred charred broccoli, undercooked rice, etc. Service varies depending on who’s scheduled. They’re just inconsistent.",ChZDSUhNMG9nS0VJQ0FnSUM5NV9yN09BEAE,Boston,en
Nice healthy restaurant,ChdDSUhNMG9nS0VJQ0FnSURkMzVhVWdBRRAB,Boston,en
This place is so good. Alfredo is incredible.,ChZDSUhNMG9nS0VJQ0FnSUNkME5MRVVBEAE,Boston,en
"You have NO IDEA how good Alfredo’s chicken Caesar salad is. Fresh leave, fresh hot chicken (I recommend crispy)… the croutons are made from freshly baked garlic bread! No one does that! I forgot to take a before picture because it’s just amazing every time. If you don’t like the salad comment under this and I’ll refund you on Zelle. That’s a promise. For SEO proposes…best salad in Boston",ChZDSUhNMG9nS0VJQ0FnSUN0c2RiMlNnEAE,Boston,en
Quality traditional italian american food. Nothing bad to say. Owner is friendly and food is good!,ChdDSUhNMG9nS0VJQ0FnSUNWbHAzTDlBRRAB,Boston,en
"A perfect intimate place,
Like going back in time to those times everybody knows everybody.
Great food, all made on the spot with seasons of Italy ",ChZDSUhNMG9nS0VJQ0FnSUNscnVLalNBEAE,Boston,en
