title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13
Urban Olive The Mediterranean Table,5,Food was excellent! Ordered around 9 pm on a friday and there was almost no line and got my food super quick. Griffin was very kind and got me some extra veggies and feta cheese. If you’re looking for a healthy option at the airport this is it.,2024-01-06T03:20:28.184Z,0,,15,FALSE,,,3 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQxd3RYRkVREAE,https://lh5.googleusercontent.com/p/AF1QipMZ7LXIRuzotvMVWNN17BzVmFfHdIkZjWNRQ6E_=w150-h150-k-no-p,,,,Google,,114940303811718768939,,,,,,,,,,,,,
Jacky's Hot Dogs,5,The burger and fries are a must have,2024-04-14T05:50:50.921Z,0,,2,FALSE,,,a week ago,,,,,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREaV9xc1pnEAE,,,,,Google,,110713074778185073953,,,,,,,,,,,,,
Jacky's Hot Dogs,5,One of the best polishes I’ve had. Nice staff.,2024-04-11T23:21:54.198Z,0,,12,FALSE,,,a week ago,,,,$1–10,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREaFpQMVpnEAE,,,,,Google,,103340539531158168639,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-04-11T16:27:34.776Z,0,,22,TRUE,,,a week ago,,Lunch,,$20–30,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREdVp6U0hBEAE,,,,,Google,,102761092107152050816,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-04-08T06:45:48.859Z,0,,8,FALSE,,,2 weeks ago,,Dinner,,$20–30,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREbW9XWmZ3EAE,,,,,Google,,102665529417786743409,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-04-07T15:28:40.579Z,0,,4,FALSE,,,2 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREMHZ2SXdRRRAB,,,,,Google,,103374337461628640078,,,,,,,,,,,,,
Jacky's Hot Dogs,5,"Stopped here for dinner after a flight into Midway, food was delicious, staff was friendly , and the prices are fantastic. Definitely will come back.",2024-04-06T13:27:31.639Z,0,,22,FALSE,,,2 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREek9mN0xREAE,,,,,Google,,110781041573735824343,,,,,,,,,,,,,
Jacky's Hot Dogs,5,Good food for the prices,2024-04-03T02:46:35.052Z,0,,220,TRUE,,,2 weeks ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEdF95eWV3EAE,,,,,Google,,101894823003593361548,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-03-31T00:18:27.131Z,0,,16,FALSE,,,3 weeks ago,,Dinner,,$10–20,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEdGZYUVJREAE,,,,,Google,,107716787267861241111,,,,,,,,,,,,,
Jacky's Hot Dogs,4,,2024-03-27T19:34:16.884Z,0,,54,FALSE,,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNENXNhbktBEAE,,,,,Google,,117457032063549064376,,,,,,,,,,,,,
Jacky's Hot Dogs,5,Been going to jackys for years. We even drive 2 hours for the gyros big baby's and pizza puffs.,2024-03-24T17:24:15.522Z,0,,49,TRUE,,,4 weeks ago,,,,$10–20,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSURTaXUtLXVnRRAB,,,,,Google,,117861737824844530673,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-03-22T20:34:20.684Z,0,,,FALSE,,,a month ago,,,,,,,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5M192Z3BnRRAB,,,,,Google,,103954982628667919799,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-03-20T21:31:11.738Z,0,,14,TRUE,,,a month ago,,Dinner,,$10–20,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5ODRqeU9BEAE,,,,,Google,,100957589335778705842,,,,,,,,,,,,,
Jacky's Hot Dogs,4,,2024-03-18T15:07:15.312Z,0,,1,FALSE,,,a month ago,,Other,,$20–30,,Take out,3,4,4,ChdDSUhNMG9nS0VJQ0FnSUQ5bWVuTzRBRRAB,,,,,Google,,108349694532082416521,,,,,,,,,,,,,
Jacky's Hot Dogs,1,"I've been coming here for well over 20 years. Always great food. Except for Saturday (March 16th 2024). I ordered a 2 hot dog special and cheese sticks. About 4 hours later, I experienced nausea,  cramping, Diarrhea,  throwing up all that food from jackys hot dogs. Thank God I only ate 1 hot dog , i wound up throwing the other hot dog away. but ate  all the cheese sticks. It was in fact food poisoning. I had all symptoms of food poisoning. I heard people ordering hot dogs and cheese sticks. I hope they didn't get sick too. I won't be ordering from there anymore. I'm still feeling the affects. I had to take off work today. Honestly, it was the worst feeling I have ever felt. I was so scared.",2024-03-18T15:01:15.583Z,3,,93,TRUE,,,a month ago,,Dinner,,,,Dine in,1,1,4,ChZDSUhNMG9nS0VJQ0FnSUNpdS1xak1REAE,,,,,Google,,114918749579958221384,,,,,,,,,,,,,
Jacky's Hot Dogs,5,,2024-03-17T18:22:45.236Z,0,,8,FALSE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5NGFmTl93RRAB,,,,,Google,,109252807834771147275,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"Worst experience. Restaurant and bar filthy. Bartender rude. Decent food but service ruined it. Rick Bayless, check in.",2024-04-22T01:32:34.680Z,0,,1,FALSE,2024-04-22T15:37:37.363Z,,23 hours ago,,Dinner,,$10–20,,Dine in,,,,ChdDSUhNMG9nS0VJQ0FnSUNqbnFuUDVRRRAB,,,,,Google,,115777725577691531451,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"I ordered the guacamole Cobb salad. Took it to go, and got to my gate. They didn't give me any; corn, black bean salsa, guacamole, bacon or dressing. Paid 22 dollars for Lettuce and chicken. Horrible.",2024-04-11T23:13:49.547Z,0,,13,FALSE,,,a week ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREaFlPZ3dBRRAB,,,,,Google,,101290198832407087419,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,2,,2024-04-10T22:47:18.086Z,0,,72,TRUE,,,a week ago,,,,,,,2,3,1,ChdDSUhNMG9nS0VJQ0FnSUREMFozWXhRRRAB,,,,,Google,,110282609574854913466,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"I had to sit there for over 10 minutes, waiting for a waiter to even glance at eye at me. Even then, I had to make a gesture and request her to take my order. Surprisingly, when the food came, the waiter practically threw the food at my table, in a frustrated motion.",2024-03-22T16:28:45.243Z,0,,3,FALSE,2024-03-30T13:43:55.561Z,,a month ago,,Brunch,,$10–20,,Dine in,3,3,1,ChZDSUhNMG9nS0VJQ0FnSUQ5Ny1uQU53EAE,,,,,Google,,104037490880768250657,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,3,"Service was okay, expensive food",2024-03-15T02:58:06.911Z,0,,360,TRUE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5MHJQRDFBRRAB,,,,,Google,,106641809643720930584,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"The guy that sits you is rude and looks like he does not want to work. Dude, smile a little bit, thanks. He almost throwed the menu at me.",2024-02-29T23:19:22.751Z,0,,48,TRUE,2024-02-29T23:55:49.168Z,,a month ago,,,,,,,3,2,1,ChZDSUhNMG9nS0VJQ0FnSUM5cU82RUhBEAE,,,,,Google,,113989459527815733842,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"Very bad experience, girl at register was very rude, what do you want, you can't sit there, bad attitude when I was trying to get information on an order. Gave me a torn bill and didn't want to replace. Was at the end of her shift and I guess my small order bothered her. Gor a terribly small portion for 5 dollar chips,",2024-02-28T02:05:16.309Z,0,,97,TRUE,,,a month ago,,Dinner,,$1–10,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSURkeDRpbUdnEAE,,,,,Google,,117364831095401281047,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,5,"Worth the wait , great food",2024-02-25T16:05:39.785Z,0,,22,FALSE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURkNWVPMnN3RRAB,,,,,Google,,116620058751136094073,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,We both have food poisoning after ordering a drink here last night. Thanks for an awful start to our vacation. The cocktail we ordered was premixed in a container that had just been left sitting out on the counter for god knows how long - clearly not kept at food safe temperatures. I should have immediately sent the drink back but now we are paying for it. DO NOT ORDER FROM THIS BAR THEY WILL MAKE YOU SICK.,2024-02-23T20:32:26.323Z,0,,100,TRUE,,,a month ago,,Other,,,,,,1,,ChZDSUhNMG9nS0VJQ0FnSURkcnNURFZBEAE,,,,,Google,,118365788031813080946,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,4,"5 stars for food quality, all fresh and spicey salsa is worth a luxury price, but 14 to 15 dollars for a smallish sandwich is painful. Plus tax appears to be 11 percent?   Service is friendly.  Wait time tolerable for fresh food that is warmed or heated. But 4 stars overall for the luxury price for smallish quantity.",2024-02-11T15:05:39.991Z,0,,261,TRUE,,,2 months ago,,Lunch,,$10–20,,Take out,3,5,5,ChdDSUhNMG9nS0VJQ0FnSUQxMDZiUjdRRRAB,,,,,Google,,100503700766968607846,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"The food itself is plain and bad,the worst tortas we ever had and to top it off the Sever has a freaking attitude.My wife got a michelada and she said it tasted watered down,really plain.never again.",2024-02-05T21:08:43.182Z,0,,1,FALSE,2024-02-05T21:20:59.692Z,,2 months ago,,,,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUR0cFlLcHR3RRAB,,,,,Google,,109141484276365894519,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,3,"The food is good, the owner needs to get his staff more help. Twice I’ve waited over 30 minutes for food.",2024-02-01T16:55:22.586Z,0,,26,FALSE,,,2 months ago,,,,,,,4,5,2,ChdDSUhNMG9nS0VJQ0FnSUN0NzhxUnV3RRAB,,,,,Google,,113356195931595636900,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,5,"Although service was not with a smile, it was prompt, and the loaded guacamole nachos were delicious and an excellent value. This is the cheapest I've paid for food at O'Hare or any other airport.  Plus, it was enough for two.",2024-01-26T19:09:59.371Z,0,,185,TRUE,,,2 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROcDZYZ3FRRRAB,,,,,Google,,116005458316403310680,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,5,,2024-01-15T05:30:15.915Z,0,,2,FALSE,,,3 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNOb2FHdG13RRAB,,,,,Google,,107794601311902560458,,,,,,,,,,,,,
Tortas Frontera | Terminal 5,1,"Asked to wait 20mins for a bar counter and I was served with a burnt cuban torta. And when I complained to the bar tender and the answer I got was that's how it's made.. burnt since its cooked in oven.. wow
The bread was burnt and the bacon inside as well. They don't take feedback genuinely.",2024-01-12T16:52:26.297Z,0,,125,TRUE,2024-01-12T18:14:45.422Z,,3 months ago,,Breakfast,,$10–20,,Dine in,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNOcklpMEpREAE,,,,,Google,,106495316368871997000,,,,,,,,,,,,,
Reggio's Pizza,5,,2024-04-18T18:30:37.606Z,0,,98,FALSE,,,4 days ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNqN0tfdlN3EAE,,,,,Google,,102314068563862229243,,,,,,,,,,,,,
Reggio's Pizza,4,Wet Italian Beef Sandwich is the way to go! I regret not getting The Works. Great spicy sandwich!,2024-04-16T22:25:57.906Z,0,,284,TRUE,,,6 days ago,,Dinner,,$10–20,,Dine in,3,4,5,ChdDSUhNMG9nS0VJQ0FnSUNqMEp5VHJnRRAB,https://lh5.googleusercontent.com/p/AF1QipPlNbIJrZfXA5zEI1WgAbWGsIhBM_TLSjpIQRpj=w150-h150-k-no-p,,,,Google,,104522471896278929381,,,,,,,,,,,,,
Reggio's Pizza,3,,2024-04-16T13:22:07.678Z,0,,98,TRUE,,,6 days ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNqZ01udnlRRRAB,,,,,Google,,103606858433556992598,,,,,,,,,,,,,
Reggio's Pizza,1,The only possible reason to call this Chicago pizza is because you buy it in Chicago.  Chicago has the best pizza in my opinion.  This wasn’t it.  Worse pizza?  Maybe.,2024-04-03T23:12:49.054Z,0,,4,FALSE,,,2 weeks ago,,Dinner,,$10–20,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNEdjZIaExnEAE,,,,,Google,,113539105934483283516,,,,,,,,,,,,,
Reggio's Pizza,4,Chicago dog was pretty decent. Bun was undercooked and doughy though.,2024-04-02T12:05:36.359Z,0,,40,TRUE,,,2 weeks ago,,Lunch,,$10–20,,Dine in,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUM5LXFpNWVBEAE,,,,,Google,,105869663533078380211,,,,,,,,,,,,,
Reggio's Pizza,5,"Quick, delicious, idk why the reviews are so low I have been 3 times now and every time it’s great",2024-04-01T23:13:43.757Z,0,,107,TRUE,,,3 weeks ago,,Dinner,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEbTQyRnJnRRAB,https://lh5.googleusercontent.com/p/AF1QipNLMqc42xiFNIunrAVg0EJLiYmBhfv0HF1W4tbk=w150-h150-k-no-p,,,,Google,,106866825789142589407,,,,,,,,,,,,,
Reggio's Pizza,2,"Looks delicious, taste is sub par",2024-03-10T16:40:24.862Z,0,,9,FALSE,,,a month ago,,,,,,,,2,,ChZDSUhNMG9nS0VJQ0FnSUM5cF9xUE53EAE,,,,,Google,,106549044232358530165,,,,,,,,,,,,,
Reggio's Pizza,1,This must be the worst Chicago deep dish pizza we ever had. The crust is dry and tasteless. Not a lot of cheese. Overall tasted like $3 frozen pizza from supermarket freezer section. However I paid $11.99 for that. Should have read the review first b4 buying.,2024-03-09T21:02:32.226Z,0,,7,FALSE,,,a month ago,,Lunch,,$10–20,,Dine in,2,1,2,ChdDSUhNMG9nS0VJQ0FnSUM5eTUtSTJ3RRAB,,,,,Google,,104691035397938485733,,,,,,,,,,,,,
Reggio's Pizza,3,"Is it pizza, yes

Is it a good representation of Chicago pizza, most certainly not.

Wouldn't do it twice",2024-03-05T21:12:48.808Z,0,,308,TRUE,,,a month ago,,,,,,,3,3,5,ChdDSUhNMG9nS0VJQ0FnSUM5N3A2UHNRRRAB,https://lh5.googleusercontent.com/p/AF1QipO4Bk_fgh1bRd-TtmxjT71gdZ6eeal_Pa8QuZAN=w150-h150-k-no-p,,,,Google,,115419051480325232143,,,,,,,,,,,,,
Reggio's Pizza,4,"Can’t stop over in Chicago and not get a deep dish pizza.

Definitely very dense a lot of chewing required. Slow and steady wins the race, but it was good nothing overly special but good just good none the less",2024-03-02T00:46:18.225Z,0,,164,TRUE,,,a month ago,,,,,,,4,4,5,ChdDSUhNMG9nS0VJQ0FnSUM5aE43ZHFnRRAB,https://lh5.googleusercontent.com/p/AF1QipMf4c2WOQMMmYV9mYUnczPodzOByIFc29hsR8Le=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMHi0EIOJP7pResJrmN_m1V-pcx11cOQDf7fIbM=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO8u1xwC8zuJggSsDghpBYvJ6l4eGvdhWVgPqoK=w150-h150-k-no-p,,Google,,102182758416191724026,,,,,,,,,,,,,
Reggio's Pizza,1,"The worst pizza, I have ever had.",2024-02-28T17:30:01.162Z,0,,17,FALSE,,,a month ago,,Lunch,,$10–20,,Dine in,4,1,4,ChdDSUhNMG9nS0VJQ0FnSURkcjR2Z3BBRRAB,,,,,Google,,102478947662237057389,,,,,,,,,,,,,
Reggio's Pizza,5,"I totally right choiced this meal decision! I had the Italian beef (with hot peppers) . It was fire in more ways than one.  The beef was good,  the jus was good and the peppers were fantastic!for less than 12$ at the airport. I was totally full. My only thought is if the airport was really good how much better is the original. Either way I'll be back",2024-02-17T18:34:34.342Z,0,,348,TRUE,,,2 months ago,,Lunch,,$10–20,,Take out,5,5,3,ChdDSUhNMG9nS0VJQ0FnSUNkZzQzVjBRRRAB,https://lh5.googleusercontent.com/p/AF1QipOJq_ooHbnW9-M5khqfFX57xPbVb9zFDBZ4qRRe=w150-h150-k-no-p,,,,Google,,113014722049522989610,,,,,,,,,,,,,
Reggio's Pizza,5,"For me, Reggios was 5 star.

Needed something to eat whilst connecting through Chicago, and this was one of a handful of places open in the food court, so grabbed this chicken and tomato. And I have to say, I was highly surprised, wasn't expecting much, but I enjoyed the pizza, probably could have eaten another straight after but had to catch the flight.

Side note, Shoutout to Chicago O Hare for the airport upgrades, such as the food court, signage etc, it'd been a while since I passed through, and I think they did a pretty good job.",2024-02-17T17:21:42.584Z,0,,54,TRUE,,,2 months ago,,Dinner,,$10–20,,Dine in,1,5,5,ChZDSUhNMG9nS0VJQ0FnSUNkX1p1bEpREAE,https://lh5.googleusercontent.com/p/AF1QipP9EKuWNTcqDn8dzug5vDopynj5KZPRhojjjAGA=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNehGba12wI8jDvc57zdCE0401Jtc6GPaaeJdT9=w150-h150-k-no-p,,,Google,,113026344395232950852,,,,,,,,,,,,,
Reggio's Pizza,4,The Chicken Tomato pizza is good.,2024-02-12T00:25:41.908Z,0,,6,FALSE,,,2 months ago,,Dinner,,$10–20,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNkeEtxaXRBRRAB,,,,,Google,,117450122597373043004,,,,,,,,,,,,,
Reggio's Pizza,4,Great for airport pizza 🍕 😋 👌 😀 👍🏻,2024-01-14T04:54:39.820Z,0,,10,FALSE,,,3 months ago,,Dinner,,$10–20,,Dine in,1,4,3,ChdDSUhNMG9nS0VJQ0FnSUNOcHRXLTRBRRAB,,,,,Google,,113553059973652088731,,,,,,,,,,,,,
Burrito Beach,4,"The char-grilled chicken is delicious! I just wish they put more of it in the my rice bowl! The staff while working hard was still very attentive! I don't know what other reviews mean with bland taste? Like what? Add some sauces to your food that this establishment offers and you're food will taste delicious. THIS IS POSSIBLY THE HEALTHIEST OPTION TO PICK FROM THIS END OF THE AIR PORT. they also have a salad bar next door, but I don't think they serve protein with their salads.",2024-04-17T21:12:57.470Z,0,,8,FALSE,,,5 days ago,,Dinner,,$10–20,Highly recommend,,5,5,4,ChZDSUhNMG9nS0VJQ0FnSUNqdUtlaVF3EAE,,,,,Google,,103088867263039721783,,,,,,,,,,,,,
Burrito Beach,5,"Affordable and tasty Miguel's breakfast burrito! Shawn, who I assume is the manager, is extra kind and presents himself well. Definitely check this spot out while passing through ORD. The lunch items are also delicious",2024-04-17T13:19:32.424Z,0,,2,FALSE,2024-04-17T20:08:02.524Z,,5 days ago,,Breakfast,,$1–10,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNqNk1PZnBnRRAB,,,,,Google,,116947227640205036042,,,,,,,,,,,,,
Burrito Beach,5,I really liked it. Yummy food. Glad they lived up to the reviews. Doesn't taste like airport food. I had the low-carb bowl and added black beans. Love that it had fresh guacamole. Couldn't give five stars for the atmosphere cuz it is the airport after all,2024-04-10T18:32:11.019Z,0,,28,TRUE,2024-04-17T20:11:11.677Z,,a week ago,,Lunch,,$10–20,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUREa1p6NnpRRRAB,,,,,Google,,111721839225459722548,,,,,,,,,,,,,
Burrito Beach,5,"I will start of with can't give a star for service and atmosphere I wasn't there. My GF works in the airport and she surprised me with a bowl from here. I'm not a fan of spicy but whatever was in my bowl was just the right amount of spicy my liking, for someone who doesn't really like spicy foods. Everything mixed well in my bowl but left me wishing I had a bit more lettuce in mine definitely will order extra 🥬 next time. The rice, black beans, cheese, meat and guacamole mixed all together to make an explosive entry into my mouth. It's been awhile since I've had something Soo deliciously AWWSOME!!!!!! Can't wait to try out the other locations around and in downtown.",2024-03-16T22:42:43.749Z,0,,72,TRUE,,,a month ago,,Lunch,,$30–50,,Take out,1,5,1,ChdDSUhNMG9nS0VJQ0FnSUQ5cnVTQWhnRRAB,https://lh5.googleusercontent.com/p/AF1QipNdLw6V3iOZyt-WqG6oFBSgTOXv5ZH_9gBSgXCs=w150-h150-k-no-p,,,,Google,,102307761314682969022,,,,,,,,,,,,,
Burrito Beach,5,"Anyone looking for vegetarian and vegan food at the chicago airport terminal 3. This is the place. I have roamed more than an hour searching for vegan food. Finally found this. Food is tasty and price is reasonable. I got vegan quinoa salad bowl. It comes with quinoa, grilled veggies and guacamole.",2024-03-13T17:13:50.805Z,1,,112,TRUE,,,a month ago,,Brunch,,$10–20,Highly recommend,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5MUt1Q0tnEAE,https://lh5.googleusercontent.com/p/AF1QipN4fpWssw5WnjrW2mGvmu7RlqHNfbZGFpBaDLHQ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPm-vyjFnsXc_YrczbpcAX-h6bkcFmpuw7aBR8l=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNxa2p7RwabxZYqQqZhEBsj7vZm_olDtTDAht_3=w150-h150-k-no-p,,Google,,111763617286169772565,,,,,,,,,,,,,
Burrito Beach,5,,2024-03-05T18:04:50.083Z,0,,3,TRUE,,,a month ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5enItMGdnRRAB,,,,,Google,,101122147909430127533,,,,,,,,,,,,,
Burrito Beach,2,Good food. Rude service,2024-03-04T22:31:19.772Z,0,,120,TRUE,,,a month ago,,Lunch,,$10–20,,Dine in,3,4,1,ChZDSUhNMG9nS0VJQ0FnSUM5aHBDcGZ3EAE,,,,,Google,,116496855354858488477,,,,,,,,,,,,,
Burrito Beach,5,Greatest airport breakfast burrito I ever had!,2024-03-04T17:40:38.950Z,0,,24,FALSE,,,a month ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5dXQtQ3BnRRAB,,,,,Google,,116051707336910520757,,,,,,,,,,,,,
Burrito Beach,1,Worst burrito I ever had in my life.,2024-03-03T20:10:45.235Z,0,,66,TRUE,,,a month ago,,,,,,,3,1,3,ChZDSUhNMG9nS0VJQ0FnSUM5ckoyUlR3EAE,https://lh5.googleusercontent.com/p/AF1QipPUCOIGko1He2JWpbj6DNSkJWPTCdOyfcpH5dMM=w150-h150-k-no-p,,,,Google,,110992146647928768640,,,,,,,,,,,,,
Burrito Beach,1,Got judged for asking for guacamole and then they forgot to add guacamole 🤡,2024-02-21T18:39:06.945Z,0,,1,FALSE,,,2 months ago,,Lunch,,$10–20,,Dine in,3,3,1,ChdDSUhNMG9nS0VJQ0FnSURkM05ucHd3RRAB,,,,,Google,,106814639156015100303,,,,,,,,,,,,,
Burrito Beach,4,"This is the only place I'm aware of in ORD to get drip Inteligencia coffee. It's just $2, has significantly more body and flavor, and is way better than waiting in line at Starbucks at the foods court. The burritos are fine for breakfast or any other meal, but I wouldn't go out of my way. The coffee, however, is something I'd walk from a different terminal for if there's time.",2024-02-12T13:55:20.846Z,0,,221,TRUE,,,2 months ago,,Breakfast,,$1–10,Somewhat recommend,Dine in,3,4,5,ChdDSUhNMG9nS0VJQ0FnSUNkbEpYT253RRAB,,,,,Google,,100417983882138315776,,,,,,,,,,,,,
Burrito Beach,5,"This is my go to at ORD. Tasty food, fast service, friendly staff. The burritos are pretty big and keep you full for hours. It's located in a food court, so plenty of seating",2024-02-09T20:13:21.991Z,0,,37,TRUE,,,2 months ago,,Lunch,,$10–20,Somewhat recommend,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNka1BiekpREAE,,,,,Google,,105780368766110299652,,,,,,,,,,,,,
Burrito Beach,5,"Probably one of the best buys in the airport. Tortilla was Chipotle size or bigger, employees weren’t shy about stuffing it, and it actually tasted WAY better than airport food for $12. I’m a large and hungry man, so if you’re looking for the most bang for buck, this is a great option.",2024-01-17T21:15:34.073Z,0,,79,TRUE,,,3 months ago,,Lunch,,$10–20,,Take out,4,5,4,ChdDSUhNMG9nS0VJQ0FnSUNOaTRmWnJ3RRAB,,,,,Google,,106203156228020316750,,,,,,,,,,,,,
Burrito Beach,2,"The food was very delicious and the person on grill is very good👍

The lady in the cashier is so rude, she ruined my whole experience. 👎",2024-01-16T16:38:01.343Z,0,,193,TRUE,,,3 months ago,,Breakfast,,$1–10,,Take out,1,5,1,ChdDSUhNMG9nS0VJQ0FnSUNOOVlmaDZnRRAB,,,,,Google,,108403591084449234702,,,,,,,,,,,,,
Burrito Beach,4,"Good, fast food, but pricey. Employees were courteous and helpful, but the atmosphere was that of a fast food corral, because that's what it was.",2024-01-08T03:14:03.720Z,0,,691,TRUE,,,3 months ago,,Lunch,,$20–30,,Dine in,3,4,4,ChdDSUhNMG9nS0VJQ0FnSUQxaWNLZTd3RRAB,,,,,Google,,113817374439663726180,,,,,,,,,,,,,
Mariscos La Diabla,5,,2024-03-13T06:24:04.570Z,0,,23,TRUE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5LUp2UGp3RRAB,,,,,Google,,115589477880404293041,,,,,,,,,,,,,
Mariscos La Diabla,5,,2024-03-09T06:11:00.988Z,0,,,FALSE,,,a month ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNHb2JTQUF3EAE,,,,,Google,,115680769643575788301,,,,,,,,,,,,,
Mariscos La Diabla,1,"I give them one star but in reality zero, no star at all!!! 0 stars nada.Definitely not family restaurant. The girls that work there seem they are selling themselves. The food on the pictures look good, but no definitely don't waste your time going there. The service terrible, not polite nor friendly. Atmosphere, just negative.",2024-03-06T04:50:47.062Z,0,,1,FALSE,,,a month ago,,Dinner,,$30–50,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUM5X3JEYVZnEAE,,,,,Google,,105832741383354849534,,,,,,,,,,,,,
Mariscos La Diabla,1,"Son amables,pero la comida y ambiente No me gusto.",2024-02-11T16:13:28.839Z,0,,5,FALSE,,,2 months ago,,,,,,,1,1,5,ChdDSUhNMG9nS0VJQ0FnSUNkLVBhOXZRRRAB,,,,,Google,,110723773811002313558,,,"They are friendly, but I didn't like the food and atmosphere.",,,,,,,,,,
Mariscos La Diabla,1,Staff is cool. Food is good. But the owner is an a hole!! They had not even closed and he was forcing us to put our beer in a cup and leave!!! Grouchy old man needs to retire!,2024-01-01T17:05:17.577Z,1,,16,FALSE,,,3 months ago,,,,,,,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUMxLWFfRUtREAE,,,,,Google,,103811766763353715071,,,,,,,,,,,,,
