title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking space,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,,,,,,,
Wendy's,1,"Our trip from NYC to Washington DC led us to Wendy's, but it wasn't what we expected. The service was super slow, and it felt like the staff weren't enjoying their work. Waiting for a sandwich took about 30 minutes, and when we finally got it, the food wasn't as good as we hoped, especially compared to other Wendy's we've been to. It was a surprise disappointment for us during our visit to DC.",2024-02-22T15:49:43.644Z,0,,22,TRUE,,,2 months ago,,Lunch,$1–10,,Take out,1,3,1,ChdDSUhNMG9nS0VJQ0FnSURkcXRIN19BRRAB,,,,,,Google,,115151137104687847004,,,,,,,,,,,,,,,,,,,
Wendy's,1,"I placed a mobile order, 1 small coffee. I waited. I waited some more. People who ordered meals AFTER me, got their order before I got my small coffee. I wondered if there was more to the wait than just their incompetence.",2024-02-21T17:47:53.771Z,0,,34,FALSE,,,2 months ago,,Breakfast,$1–10,,Take out,1,3,1,ChZDSUhNMG9nS0VJQ0FnSURkM0lTT1B3EAE,,,,,,Google,,105497996747710549046,,,,,,,,,,,,,,,,,,,
Wendy's,3,"Food was good, friendly staff.",2024-02-16T23:18:09.610Z,0,,5,TRUE,,,2 months ago,,Dinner,$10–20,,Dine in,3,4,3,ChdDSUhNMG9nS0VJQ0FnSUNkbGRmTzlnRRAB,,,,,,Google,,100771431029952157965,,,,,,,,,,,,,,,,,,,
Wendy's,1,Messed up my order and gave me a lettuce wrap on the verge of going bad I had to throw it out. Don’t order from here!,2024-01-30T19:03:26.607Z,0,,3,FALSE,,,2 months ago,,,,,,,1,,ChdDSUhNMG9nS0VJQ0FnSUN0OFlMQjF3RRAB,,,,,,Google,,109620866565213649115,,,,,,,,,,,,,,,,,,,
Wendy's,1,Listed hours incorrect. Was closed early on a Sunday.,2024-01-29T00:01:45.553Z,0,,8,FALSE,,,2 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN0aEpiQk1REAE,,,,,,Google,,109979256991678151361,,,,,,,,,,,,,,,,,,,
Wendy's,1,Food is fine but they understaff the location so ordering and pickup is a debacle.,2024-01-07T22:47:14.318Z,0,,10,TRUE,,,3 months ago,,,,,,1,4,1,ChZDSUhNMG9nS0VJQ0FnSUQxMFlmZk9nEAE,,,,,,Google,,104295370612546512299,,,,,,,,,,,,,,,,,,,
Wendy's,3,"This place is a dice roll. 50% of the time my order is messed up. The employees here always look like they hate their jobs, strange because everyone else at Union station is pretty happy. When you order they repeat it back like a question.

Me: ""I'll have a number 1 and medium fry.""
Wendy's: ""Your having a number 1 AND a medium fry?""
Me: ""Yes?""

The raised eye brow of the cashier really sends it, causes me to question my life choices... Did I want nuggets? A Baconator? Does my wife still love me?",2024-01-07T21:06:22.146Z,3,,104,TRUE,,,3 months ago,,,,,,5,2,2,ChZDSUhNMG9nS0VJQ0FnSUQxa1ltdUJREAE,,,,,,Google,,118008786881889832680,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,Terrible. Honestly save your coin the food was okay. But the wait time was ridiculous as well as price almost $20 for a little bit of food if you ask me they are not worth it put very little on plate as if it were a kids meal not WORTH YOUR MONEY FYI if you go late at night do not expect good service. Employees locked door so I had to wait about 35mins+ to get my order after I had already paid. Only took a bite of the chicken. But HERES PROOF.,2024-04-12T15:19:17.928Z,0,,7,FALSE,,,a week ago,,Dinner,$20–30,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUREOWN5azdnRRAB,https://lh5.googleusercontent.com/p/AF1QipM163tm0ifyY1sUlVdsMIfWnFS5UGDDxU7umFQ6=w150-h150-k-no-p,,,,,Google,,101407441821936584837,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,Do not recommend this place to anyone,2024-03-25T23:29:40.219Z,0,,1,FALSE,,,4 weeks ago,,,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUNEZ3NQa3RRRRAB,,,,,,Google,,100096712098796073394,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"Food here is unseasoned mediocre trash, 100% waste of money. I took one bite and instantly lost my appetite. Tired of these garage lazy restaurants.",2024-03-17T03:00:04.829Z,0,,1,FALSE,,,a month ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5N3VfZ3lRRRAB,,,,,,Google,,101371375825783279230,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"Somebody call the Dept. Of Health!!!!! I ordered a BBQ Chicken platter. The minute I was handed my meal, I noticed a bad odor but I dismissed it as ""air pollution.""

Within minutes of setting down my food on the counter, a foul odor stunk up my entire lobby. Everyone was asking, ""What's that smell?!?"" I was so embarrassed that I snuck to dump my food in the dumpster outside. Not even the rats would touch this food!

TLDR: Food smelled like rotten chicken. They tried to cover it with sauce. NEVER AGAIN!",2024-03-08T12:03:17.336Z,0,,53,FALSE,,,a month ago,,,,,,,1,,ChZDSUhNMG9nS0VJQ0FnSUM5N2RqOWF3EAE,,,,,,Google,,100755544433090015048,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,JUST DON’T... Starving yourself would be better. My wife literally threw up the “chicken” 5 min after eating. Shame cause I love small businesses but this one is literally bad for your health. DON’T EAT HERE UNLESS YOU LIVE NEAR A HOSPITAL.,2023-11-01T02:30:32.121Z,2,,6,FALSE,,,5 months ago,,Dinner,$30–50,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNGZzZqQ1l3EAE,https://lh5.googleusercontent.com/p/AF1QipOUVJwTMg9qkZOf4VzlWviv1tqRyE4HQXE5EDXu=w150-h150-k-no-p,,,,,Google,,107051852304523840884,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,Restaurant is closed DO NOT ORDER. SCAM.,2023-08-15T21:17:09.950Z,0,,8,FALSE,,,8 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURwdU5YUjd3RRAB,,,,,,Google,,115227037677452391727,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,HORRIBLE .... HORRRIBLE .... HORRRRRRRRIIIIIIBBBBBBLLLLLEEEEEEE ..... DONT ORDER FROM THEIR RESTAURANT ONLINE.... GOT CHARGED TWICE... THEN GET TO THE RESTAURANT FOR PICK UP AN HOUR LATER ... GUY WORKING THE COUNTER TELLS ME HE DOESNT HAVE CHICKEN READY AND WOULDNT FOR ANOTHER 35 MINUTES..... NEVER EAT HERE,2023-07-28T20:46:16.935Z,0,,3,FALSE,,,8 months ago,,Dinner,$10–20,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNweExYQ1JnEAE,,,,,,Google,,103107484084416570272,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,Ordered twice and went to pick up and order was never submitted. Terrible service,2023-06-09T22:54:28.318Z,0,,6,TRUE,,,10 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUR4NFo2dHdRRRAB,,,,,,Google,,108006839292596561702,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"This has to be the most horrible experience I’ve ever encountered with food. Ordered Uber Eats, My Food delivery Service was marvelous. I ordered a half of chicken it was not cooked all the way, no seasoning at all, I definitely wouldn’t recommend this place to anyone. Please say away definitely a waste of money. They should not be in business",2023-06-01T21:08:51.243Z,0,,2,FALSE,,,10 months ago,,Dinner,$20–30,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSUR4eElLRGRnEAE,,,,,,Google,,112202161646440178332,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,5,,2023-02-23T07:36:59.991Z,0,,3,FALSE,,,a year ago,,Dinner,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNodTZQVXB3RRAB,,,,,,Google,,111185710444326529072,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,5,SO GOOD,2023-02-01T22:34:43.925Z,0,,21,TRUE,,,a year ago,,Dinner,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURCXy1LN3JnRRAB,,,,,,Google,,106236920751734010021,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,Served me old food,2023-01-31T23:47:49.889Z,0,,2,FALSE,,,a year ago,,Dinner,$20–30,,Delivery,,,,ChdDSUhNMG9nS0VJQ0FnSURCcjRyVjNnRRAB,,,,,,Google,,115986552849530624395,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"Ordered from here on Doordash. The delivery and timing was fine. Would never recommend to anyone I care about.

The food however ? I wouldn’t feed this to a rabid dog. The half a chicken order with two sides is honest. But the chicken? Is dry, burnt, how do you burn the bone inside of the chicken?

The beans? I didn’t know beans could be dry, the rice? Tasted like it came out of a box.

So you could’ve done better with your own air fryer tbh.",2023-01-21T08:06:38.709Z,2,,21,FALSE,,,a year ago,,Dinner,$10–20,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSURCd2JuZEZBEAE,https://lh5.googleusercontent.com/p/AF1QipM8a1lyMiwwshjXi2UsylDxiz1KzT74SFdRjmuB=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO8Xegx05ScOJAhvoeQI8k9nYqeNgiPRxoMnlMT=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOdMw1D_qnJVEYVBMrpmgTqPDJ6_zkyQK7jLgSi=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNl0cQpIkdMKYu8CnudjwOBP9mA_hn8LKSDDg5Q=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMyl30KE6ib59pqZFlvEN6iB2zujM7p1AOCVMWP=w150-h150-k-no-p,Google,,114917455844577103396,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"If you want something you have to call and ask first because they may or may not be able to make you what is on the menu. Do not have your heart set on anything it will just leave You disappointed. Do not believe the price that you see they change the price quite often constantly raising the food cost. The hours online are incorrect. I called to get food the other day. They said they weren’t available to service us until 4 o’clock but the establishments store hours are operating from 12 PM to 4 AM. Today I didn’t get an answer at all!  They don’t answer the phone consistently If you get in contact with anybody at rotisserie chicken, you’re a lucky individual. I actually would not recommend this place to anyone because if you have to go through all of this to get food and it’s not good. Only Lord knows the rest … wanted to make this my number 1 Spot on Georgia Avenue because I work near by but it’s been constant disappointment after disappointment so I won’t be back good luck to anybody trying to get a decent plate.",2022-12-08T19:53:07.980Z,1,,1,FALSE,,,a year ago,,Lunch,$50–100,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUQtMDViYVJBEAE,,,,,,Google,,105291593581547976762,,,,,,,,,,,,,,,,,,,
Mister Rotisserie,1,"This review is for Pasta City
3322 Georgia Ave NW, Washington DC. I do not know why the address is coming up as Mister Rotisserie.  Let me start by saying this is my first and last time I will  ever order from this place. I ordered Alfredo Ultimate Pasta and Marinara Beef Pasta. They put spaghetti noodles with the Alfredo Ultimate Pasta when in fact it suppose to be with Fettuccine Noodles. The Alfredo Ultimate Pasta suppose to come with shrimp, chicken and steak.  OMG, they only sprinkled steak crumbs, 3 shrimps and nice amount of chicken, SMH. The Marinara Beef Pasta suppose to come with spaghetti sauce, instead it came with some kind of white sauce, this is crazy, I never seen anything like this before. I thought it was only one of my order was wrong but both were wrong. How do they stay in business with all the negative reviews, I just had to look this up?  Max and the driver Gregory Smith I am so disappointed with you guys that you would pass this off to anyone.",2022-12-05T06:02:13.857Z,2,,4,FALSE,,,a year ago,,Dinner,$20–30,,Delivery,,,,ChdDSUhNMG9nS0VJQ0FnSUQtcFp1dHFRRRAB,,,,,,Google,,117165595315299310434,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,Best bbq in the DMV (and maybe Richmond too).  The new summer menu is so fun and delicious. I had the deviled egg salad sandwich and it was a perfect size. Also had the fried pickles and they were the best I've ever had. Usually fried pickles are too greasy or wet but these were amazing. And the sauce served with it was such a good complement.  And they've converted me to a coleslaw fan.,2024-04-21T21:15:37.222Z,0,,5,TRUE,,,2 days ago,,Dinner,$10–20,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqN3JUOTBRRRAB,,,,,,Google,,112726115849405138250,,,,,,,,,,,,,,,,,,,
Cinder BBQ,1,Worst barbecue I’ve ever had. Even tried to give it a second chance and ended up doubly disappointed. I’ve never had brisket this dry.,2024-04-21T01:08:03.871Z,0,,4,FALSE,,,3 days ago,,Dinner,$20–30,,Dine in,1,1,2,ChdDSUhNMG9nS0VJQ0FnSUNqcHRfYjZnRRAB,,,,,,Google,,101985986534032992110,,,,,,,,,,,,,,,,,,,
Cinder BBQ,2,"I was craving bbq and Mac and cheese. It was the disappointing and bland bbq ever. The meat portion was large, but it had no taste or smoked flavor. As for the alleged Mac and Cheese…I don’t know how anyone could serve something so awful. It was dry and had no cheese! I will never order barbecue in the DMV ever again. The greens were good. My meal reminded me of a school lunch for $45.",2024-03-31T19:54:25.369Z,1,,75,TRUE,,,3 weeks ago,,,,,,,2,,ChdDSUhNMG9nS0VJQ0FnSUNEOWJMVGxRRRAB,https://lh5.googleusercontent.com/p/AF1QipM9L_iigBKUhA9_hFtczFMgaJ-PjK8c3UGZnGy8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPPTBQt73qUr84ZrDmkmEUoKRjMVg4Hm170rv6C=w150-h150-k-no-p,,,,Google,,108730485224141906616,,,,,,,,,,,,,,,,,,,
Cinder BBQ,4,"Tasty, small portions , yet a bit pricey.

I had Had a brisket plate with fries.   And the special of the day a trio of birria tacos.

The brisket was lacking a smoke ring, but had great bark  and flavor, definitely had that classic salt and pepper.

Fresh cut fries salted properly.

The trio of birria tacos were great.   perfect meat , great cheese and the tortillas were nicely fried.

Closer to Texas than Brooklyn.",2024-03-25T01:01:03.813Z,0,,113,TRUE,,,4 weeks ago,,Dinner,$20–30,,Dine in,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUNEdElEcUlnEAE,https://lh5.googleusercontent.com/p/AF1QipP9zQtz8c-ml3PvV8AmwcFc1FQepFVCsNcajlnC=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOLh5SseqcEgS-a1jtlmImF9fR26npD8aT531SV=w150-h150-k-no-p,,,,Google,,111971697682339848641,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,Great BBQ! Autumn is an excellent server!!,2024-02-15T01:29:46.905Z,4,,36,TRUE,,,2 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNkbG9tR29nRRAB,https://lh5.googleusercontent.com/p/AF1QipOxDaw0emD0jilb6ZpVjFK5aZgn65plbg1dJH0S=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMU6u7a-H4H7mQh30DD0viY9oymtXUmNpkvYMsc=w150-h150-k-no-p,,,,Google,,101521117480241698061,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,,2024-01-28T00:29:43.490Z,0,,3,FALSE,,,2 months ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN0NExISl9BRRAB,,,,,,Google,,115836185235482854005,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,"Delicious brisket! Also loved the Mac and cheese and baked beans. A lot of barbecue places make soupy Mac and cheese, but not this place. They do it right.

Also worth mentioning the terrific menu of whiskey options!

I loved it. I plan to come back!",2024-01-26T14:26:33.427Z,0,,6,FALSE,,,2 months ago,,Dinner,$20–30,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUROLTVPU3V3RRAB,,,,,,Google,,113519399870328162255,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,,2024-01-20T22:43:35.558Z,0,,,FALSE,,,3 months ago,,Dinner,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUROX0p1ZlFREAE,,,,,,Google,,109795936339198998116,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,"Tell me where you can go to get outstanding BBQ, buy allocated bourbon by the bottle, watch games, smoke cigars on the patio on Saturday nights, and join their Wednesday whisky club? Our first visit to Cinder was a great experience. The owner and staff were welcoming. The Old Fashioned is reasonably priced and they use Sazerac. If you want a bottle of some great bourbons, look no further. As long as you buy some food, you're good to go. If you like pork rinds. Then you can't miss these... If you don't like them, then you have to order them just to listen to them keep popping at the table for 5 minutes after they are served. Sunday means brisket day. Chopped, sliced, platter or sandwich, or even by the pound. Pulled pork was outstanding. The 12 yr old loved the Mac n Cheese, we loved the collards, and the sauces were great depending on your taste. If you aren't sure, ask for a sample of all of them. Also, on Wed nights, they have a whiskey club night that is something you need to actually be a member of. If you don't live in the Petworth area, it's worth the journey and experience.",2024-01-11T08:34:07.049Z,0,,81,TRUE,,,3 months ago,,Dinner,$30–50,,Dine in,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUMxMmJiN3lnRRAB,https://lh5.googleusercontent.com/p/AF1QipNg2IDqFEGnczvu8Le5P_FjgjhsqhuNEyLBOjg8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNT9wIOj7nPXz1_8rPJr32usRy6T0VfLIz_30bo=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOaT_UK6mavdUVmpolgQMQWIa9BidPTmwU3jgHB=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP3qSd0XDHfVwKIdHUyOW9WmPNWmnqznzxo8svL=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMEfKFg6UC1ykT65i5u8_S2z1EEJM8IfxuKnznd=w150-h150-k-no-p,Google,,109848802799571858135,,,,,https://lh5.googleusercontent.com/p/AF1QipPly494j-ILeNhDPOeuB_wf2kfTUUZU2psUCZCm=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNs_yG4x_Yec0VvolSxJ1tgB32jEBHf8FPqUwcH=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM0PQX4hUEtyRykoFZBuWbmjYAbmFZK_ee9xT9W=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPSfo1Hr-90TK72xYv-CmdaoPtTkfpKB3lGrXhi=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMn6DtKPBP2cFUMbCiAqrq29fpWqI1V3b-PVkzR=w150-h150-k-no-p,,,,,,,,,,
Cinder BBQ,4,"Pros: the brisket is beyond delicious and the opportunity to try all the bbq sauces is there. I didn't partake, but the bourbon selection is impressive.
Other: The peach bbq beans were great, albeit sweet... the corn bread was good, but dry. The brussel sprouts are solid. The vibe of the place was not my preference. I don't want to say it was unfriendly... it wasn't super warm though. It wasn't too hard to find parking nearby.  All in all, give this place a shot!",2023-12-29T17:11:10.437Z,0,,7,FALSE,,,3 months ago,,Dinner,$20–30,,Take out,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUMxOXVuNTdBRRAB,,,,,,Google,,102398987221471569458,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,Great restaurant! The staff are all really friendly and the vibe is great. The food is tasty and the prices are reasonable for what you get.,2023-12-16T23:46:36.529Z,0,,65,TRUE,,,4 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURWdTZXR1lBEAE,,,,,,Google,,114732010444666104899,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,"My name is Meredith and I ordered to go at Cinder BBQ on Upsher St. NW DC this evening. This has been one of the best restaurant experiences I've ever had. Raine, Silas and Autumn greeted me with a friendly smile, professionalism and extremely prompt amazing service! The brisket, dry rubbed smoked wings, collard greens and peach bourbon BBQ beans were absolutely unctuous with the umami response, super fresh and mouthwatering , all thanks to the amazing Chef Ciara. The ambiance is also very beautiful and laid back. Their dedication to excellent customer service and professionalism are second to none and reflects great credit upon themselves and the Cinder BBQ brand. My overall rating undoubtedly is 5 out of 5 stars without hesitating. I will definitely be back for more of heir phenomenal BBQ. Raine, Silas, Autumn and Chef Ciara deserve big raises and the biggest recognition/honorable mention for their amazing friendly service, attentiveness and professionalism. Thanks Cinder BBQ for hiring this jewels of employees to represent your magnificent restaurant business! :o)",2023-11-27T00:45:37.993Z,0,,39,TRUE,,,4 months ago,,Dinner,$50–100,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNsaS1XcC13RRAB,,,,,,Google,,112249481474128087664,,,,,,,,,,,,,,,,,,,
Cinder BBQ,3,"As much as I like this place, I have to say that the BBQ is subpar, at best.  It's clearly not smoked and often rather dry.  The sides, drinks, service, and atmosphere are all incredible.",2023-11-14T13:56:52.111Z,0,,5,FALSE,,,5 months ago,,,,,,5,3,5,ChdDSUhNMG9nS0VJQ0FnSUNsek9Lbm1RRRAB,,,,,,Google,,102427594982066947445,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,,2023-11-13T01:06:03.149Z,0,,12,FALSE,,,5 months ago,,Dinner,$30–50,,Dine in,3,5,5,ChdDSUhNMG9nS0VJQ0FnSUNsMExTQTFnRRAB,https://lh5.googleusercontent.com/p/AF1QipNCZOWtqXvxVRUsEpNBTsDgHpTsOL0mQsaoH34J=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOFw4oS7KSWZz85-Ak6qulLTtCMP3-qWpFCEhV5=w150-h150-k-no-p,,,,Google,,100470853868324984269,,,,,,,,,,,,,,,,,,,
Cinder BBQ,5,,2023-11-11T01:24:16.359Z,0,,23,TRUE,,,5 months ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURGNTZ6M2l3RRAB,,,,,,Google,,114259632225859759434,,,,,,,,,,,,,,,,,,,
The Coupe,2,"Abrasive service, nice manager, mediocre food and tables grubby",2024-04-21T17:48:08.918Z,0,,3,FALSE,,,2 days ago,,,,,,2,3,1,ChZDSUhNMG9nS0VJQ0FnSUNqenIyOUZnEAE,,,,,,Google,,102132332227349482625,,,,,,,,,,,,,,,,,,,
The Coupe,5,,2024-04-20T20:07:43.150Z,0,,1,FALSE,,,3 days ago,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqeG9UVUtnEAE,,,,,,Google,,107474989749147754034,,,,,,,,,,,,,,,,,,,
The Coupe,5,smoked salmon bagel.... 🤤,2024-04-18T13:42:19.529Z,0,,203,TRUE,,,6 days ago,,Breakfast,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqek5IdlNREAE,,,,,,Google,,117999184130981101359,,,,,,,,,,,,,,,,,,,
The Coupe,4,,2024-04-18T01:53:24.966Z,0,,163,FALSE,,,6 days ago,,Breakfast,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqaE15YTVRRRAB,,,,,,Google,,117160464930651217846,,,,,,,,,,,,,,,,,,,
The Coupe,3,"I’ve gone so many times and I want to like it more than I do. The hash browns squares are great but each time I’ve gotten anything baked (biscuit, quiche, I even bought a whole pumpkin pie) it’s been undercooked. I’ve given it more chance because it’s a neighbor spot but for the price, try busboys and poets.",2024-04-14T13:41:30.080Z,0,,21,FALSE,2024-04-14T14:00:59.699Z,,a week ago,,,,,,4,3,4,ChdDSUhNMG9nS0VJQ0FnSUREbTV5RV9RRRAB,,,,,,Google,,104076122476518798748,,,,,,,,,,,,,,,,,,,
The Coupe,5,"We only ordered drinks to go, but the matcha here is out of this world. The staff is very friendly as well. If I'm in D.C. again, I'm definitely going here.",2024-04-12T12:16:26.113Z,0,,104,TRUE,2024-04-12T13:50:01.625Z,,a week ago,,Other,,,Take out,5,,5,ChZDSUhNMG9nS0VJQ0FnSUREMWFiT01REAE,,,,,,Google,,113568959590619017107,,,,,,,,,,,,,,,,,,,
The Coupe,5,,2024-04-09T16:57:12.832Z,0,,74,TRUE,,,2 weeks ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREcnJQYjlRRRAB,,,,,,Google,,117624390190407551870,,,,,,,,,,,,,,,,,,,
The Coupe,5,,2024-04-05T17:06:41.647Z,0,,16,TRUE,,,2 weeks ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREeEtUaFdBEAE,,,,,,Google,,103160147288167010717,,,,,,,,,,,,,,,,,,,
The Coupe,3,"The space is bright, clean, and spacious. The coffee was the best tasting thing we ordered. My omelette was very oily, the sausage was dry and lacked flavor, and portion sizes were small for the price. Come for the coffee and ambiance.",2024-03-31T23:10:21.081Z,0,,13,FALSE,2024-04-10T12:56:53.819Z,,3 weeks ago,,Breakfast,$20–30,,Dine in,4,3,3,ChdDSUhNMG9nS0VJQ0FnSUNEd19DNHB3RRAB,,,,,,Google,,110198415954156588814,,,,,,,,,,,,,,,,,,,
The Coupe,5,"Fantastic coffee, food, and cocktails. Our server apologized early on saying they were understaffed for the afternoon, but we felt well attended to nonetheless.  Really enjoyed the latte, espresso old fashioned and fish & chips. Great experience!",2024-03-31T00:05:11.717Z,0,,25,TRUE,2024-04-10T12:54:55.690Z,,3 weeks ago,,Lunch,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEdFptTHBnRRAB,,,,,,Google,,115358732531639158752,,,,,,,,,,,,,,,,,,,
The Coupe,3,,2024-03-27T19:01:37.235Z,0,,93,TRUE,,,3 weeks ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNENW96VUNnEAE,,,,,,Google,,102439493330160737175,,,,,,,,,,,,,,,,,,,
The Coupe,5,"Some of the best service I've ever received. Sahar is the young lady that helped me out and she was both friendly & efficient. Anybody in the area should stop by for a cup of coffee at the very least, 10/10",2024-03-26T13:36:40.020Z,0,,2,FALSE,,,4 weeks ago,,Breakfast,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEc3I2RnZBRRAB,,,,,,Google,,110982663732199536833,,,,,,,,,,,,,,,,,,,
The Coupe,2,"It was not my favorite place I’ve eaten at in dc by far. With my group of 9, 8 had complaints. Such as untoasted toast, portion size, the flavor of the breakfast sausage, not getting food that was uneaten off the bill etc. Would not recommend for brunch",2024-03-25T23:19:06.938Z,0,,5,FALSE,,,4 weeks ago,,Brunch,$10–20,,Dine in,3,1,2,ChZDSUhNMG9nS0VJQ0FnSUNEZ3ZYME1nEAE,,,,,,Google,,117819109946334127974,,,,,,,,,,,,,,,,,,,
The Coupe,5,"I got the steak frites and my partner got the grilled cheese and tomato soup. We went for open mic night as my friend was performing, we sat at the bar. It was pretty empty for a Saturday night. The bartender was fairly attentive, they made a very good Irish coffee for me and after taking our order the food came out lightning fast and was freshly made. The parm fries are absolutely delectable as was the rare steak. I also ordered a Mexican hot cocoa which was muy muy delicioso. They serve brunch all day however some of the brunch drinks were unavailable. Parking is pretty much non-existent (I got lucky finding street parking with my compact car), so it's best if you ride share.",2024-03-18T19:14:09.920Z,0,,8,TRUE,2024-03-19T12:42:21.295Z,,a month ago,,Dinner,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5dVlYMVpBEAE,https://lh5.googleusercontent.com/p/AF1QipMc7q-4IraAVnRhg5tQ2KzVyyn-LvBogOlvZ_u1=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNZVk9r9lpvT_zXfVqUlQccJIuowsxr4-8In5S1=w150-h150-k-no-p,,,,Google,,108930612855007936613,,,,,,,,,,,,,,,,,,,
