title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking space
Subway,3,,2024-04-16T16:34:17.431Z,0,,20,FALSE,,,6 days ago,,,,,,1,2,2,ChdDSUhNMG9nS0VJQ0FnSUNqb0liZjZ3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108800041761473786608,,,,
Subway,4,,2024-04-04T22:48:45.444Z,0,,1,FALSE,,,2 weeks ago,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUREaUtQaUJnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103067867562987547117,,,,
Subway,5,,2023-08-22T10:12:42.213Z,0,,1,FALSE,,,8 months ago,,Brunch,$1–10,,Dine in,,,,ChdDSUhNMG9nS0VJQ0FnSURwcnBPT2tnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104311105803174963669,,,,
Subway,4,,2023-05-08T01:05:27.238Z,0,,51,TRUE,,,11 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN4d0tEcU5nEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,105588129331134567238,,,,
Subway,1,"They are scamming people who order the cold cut combo!!  When I ordered it, all I got was bologna.  But according to the website, it's bologna, black forest ham, and salami",2023-04-29T15:30:53.203Z,1,,66,TRUE,,,11 months ago,,,,,,,,1,ChdDSUhNMG9nS0VJQ0FnSURSaGIzRTNnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112120977664093136805,,,,
Subway,1,This location doesn't  take coupons so they support the community they are located at so don't spend with them,2023-03-03T01:44:05.570Z,1,,3,FALSE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURoakkyNnRnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116954503833528913702,,,,
Subway,4,,2023-02-07T17:29:23.336Z,0,,234,TRUE,,,a year ago,,Lunch,$10–20,,Take out,3,4,5,ChZDSUhNMG9nS0VJQ0FnSUNoM09TMmFBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100829375346281069909,,,,
Subway,4,,2022-08-11T20:47:00.412Z,0,,11,TRUE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUR1OElmRDF3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113059813335343294630,,,,
Subway,5,Took a ride on the Train 🚄,2022-07-20T02:47:39.269Z,3,,37,TRUE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN1Nk5EQ2R3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104605441106695926152,,,,
Subway,4,,2022-06-15T02:27:15.399Z,0,,3,FALSE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNPcGFpbGRREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114553060514459940425,,,,
Subway,5,,2022-06-10T00:58:19.447Z,0,,175,TRUE,,,a year ago,,Lunch,$1–10,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNPanQ2dHpBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115865255542657991184,,,,
Subway,5,,2022-06-03T20:06:38.983Z,0,,4,TRUE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNPck11d2FnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100154585494827613731,,,,
Subway,5,,2022-05-29T15:57:32.690Z,0,,117,TRUE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNPZ0xqc1FnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108974344730497711152,,,,
Subway,5,,2022-05-26T03:17:59.628Z,0,,41,TRUE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQyMjZQSzZnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107140613223183878279,,,,
Subway,3,this place is fine nothing special,2022-05-16T00:43:22.908Z,0,,8,FALSE,,,a year ago,,Lunch,$10–20,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUQyM3Z1eENnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100677445674173832380,,,,
698 Cafe 新東溢豐,5,,2024-04-02T15:47:19.236Z,0,,3,FALSE,,,2 weeks ago,,Dinner,$50–100,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEeF9QNTBnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100661628595676881741,,,,
698 Cafe 新東溢豐,5,进去第一眼是店里装修很漂亮，很干净，食物和服务都很好👍,2024-04-02T15:45:12.453Z,0,,2,FALSE,2024-04-02T18:14:54.286Z,,2 weeks ago,,Dinner,$50–100,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEeDlQZUNnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113997478757173342593,,,"The first thing I saw when I walked in was that the store was beautifully decorated and clean, and the food and service were very good👍",
698 Cafe 新東溢豐,3,Chicken chow fun tasted really really good but looked nothing like the photos provided and was not what we expected but it was really good. Dumplings tasted really bad tho.,2024-03-30T06:52:07.135Z,0,,5,FALSE,2024-04-02T23:36:19.072Z,,3 weeks ago,,,,,Take out,,4,,ChZDSUhNMG9nS0VJQ0FnSUNEMmFHRkpBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107470106273118081600,,,,
698 Cafe 新東溢豐,4,,2024-03-24T06:25:26.498Z,0,,89,TRUE,,,4 weeks ago,,,,,,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNEMksySXNnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,106870033489923497351,,,,
698 Cafe 新東溢豐,5,Highly recommended to this place . Great staff and service and the food is delicious.Authentic Chinese food!,2024-03-16T03:35:50.009Z,0,,2,FALSE,2024-03-20T20:05:11.325Z,,a month ago,,,$50–100,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5eHE3ZHBRRRAB,https://lh5.googleusercontent.com/p/AF1QipNuXNSK5cwq2E_q7-D91JU4eAonm0VP3kZWYuYW=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110860050689642387407,,,,
698 Cafe 新東溢豐,5,"A gem of a restaurant. The Chinese name denotes a restaurant that had closed due to the pandemic. The cooking staff must be from there, as the food taste just as good as I remember.  Food is delightful and have not had a bad dish yet.  Try their steamed fish, definitely fresh.",2024-03-09T21:38:56.300Z,0,,155,TRUE,2024-03-20T20:05:06.754Z,,a month ago,,Dinner,$20–30,Somewhat recommend,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5aS1fdVRBEAE,https://lh5.googleusercontent.com/p/AF1QipPcmZvsiUBi5ser0O2RnFS_5UPhgqedmodsrIG8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOM_HT53iSII5i00bJZZZsMWkOSGlUuuaxfaFim=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101402633063523309033,,,,
698 Cafe 新東溢豐,3,点了啫啫鸡煲，里面全是鸡前翅，几乎都是鸡骨头没啥肉，回去后查了才发现其他人不这么做。我猜是我快关门了才来吃，影响后厨房下班了，厨师不高兴了才这么弄吧。服务不错，餐馆能开到半夜三点也挺好的，就是厨师素质太差了。,2024-02-16T08:46:48.083Z,0,,5,FALSE,2024-02-21T02:42:52.400Z,,2 months ago,,Other,$20–30,,Dine in,5,1,5,ChdDSUhNMG9nS0VJQ0FnSUNkcWNYRjJRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112817294284839084445,,,"I ordered the Jie Jie Chicken Pot, which was filled with chicken forewings and almost chicken bones with no meat. When I went back, I checked and found that others didn't do this. I guess I came here to eat after it was almost closed, and the kitchen was off duty, so the chef was unhappy. The service is good. It's good that the restaurant can be open until three o'clock in the middle of the night, but the quality of the chef is too poor.",
698 Cafe 新東溢豐,5,"小姐姐们服务很nice！食物很棒，老家的味道👅
环境很棒哟，拍照📷太美了！",2024-02-06T07:20:06.861Z,1,,2,FALSE,2024-02-07T15:18:53.062Z,,2 months ago,,Dinner,$30–50,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0emFXNDhRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113282231736455949923,,,"The service from the ladies is very nice! The food is great, taste of home 👅
The environment is great, taking photos📷 is so beautiful!",Plenty of parking
698 Cafe 新東溢豐,5,"点了两个菜 金汤肥牛和宫保虾仁
超级好吃、全部光盘（有图有真相）
菜量是真的大啊
服务态度也非常好",2024-02-01T23:13:59.252Z,0,,2,FALSE,2024-02-07T15:18:50.579Z,,2 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR0b0tMLVpBEAE,https://lh5.googleusercontent.com/p/AF1QipMraLIcSCzalzOkGc4ubR1W74occnuErLjKcm1l=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116495361677354488678,,,"I ordered two dishes: beef in golden soup and Kung Pao shrimps.
Super delicious, all on CD (with pictures and facts)
The portion of food is really big.
Service attitude is also very good",
698 Cafe 新東溢豐,5,The food and service is Amazing. Best Chinese restaurant ever.,2024-02-01T23:10:57.986Z,1,,1,FALSE,2024-02-07T15:17:49.156Z,,2 months ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0b0p5MXVnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113161832437535681639,,,,
698 Cafe 新東溢豐,5,"Very attentive service.  Clean, comfortable, and relaxing atmosphere.  Everything tastes good.  Will come back.",2024-01-31T23:59:11.668Z,0,,9,TRUE,2024-02-01T01:16:37.077Z,,2 months ago,,Dinner,$30–50,,Dine in,5,4,5,ChZDSUhNMG9nS0VJQ0FnSUN0aTRmTVZnEAE,https://lh5.googleusercontent.com/p/AF1QipNQ3P6rd78MWSWPARrZvHlp3Erh0nVgryFyflmC=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNuVvVT_XngJEPYKttWxXiy21b_FVREPQ5Ikh_r=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPtJoHfvAQ-YNPct0rGRAxtKKF53B6uIW9dbEYe=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPAybdxjIYxYTXSDjTEc7DIkjAUBhOKzjE3jVRt=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,118154253196169636273,,,,
698 Cafe 新東溢豐,5,Exceptional Chinese cuisine and impeccable service.,2024-01-31T23:57:34.167Z,0,,1,FALSE,2024-02-01T01:16:30.415Z,,2 months ago,,Dinner,,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUN0aTl1TVhnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115908649833098137927,,,,
698 Cafe 新東溢豐,5,,2024-01-31T06:00:24.194Z,0,,1,FALSE,,,2 months ago,,,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN0NWE3M2l3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101895540015817776300,,,,
698 Cafe 新東溢豐,5,Very authentic sichuan and cantonese menu.  Friendly services to explain and introduce authentic dishes to new customers,2024-01-31T04:11:33.392Z,0,,5,FALSE,2024-02-01T01:16:17.537Z,,2 months ago,,Dinner,$30–50,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUN0eGJxUC1RRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103585657029371281254,,,,
698 Cafe 新東溢豐,5,Good food,2024-01-31T04:08:11.993Z,0,,4,FALSE,2024-02-01T01:11:58.370Z,,2 months ago,,Dinner,$100+,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUN0eGRLV01REAE,https://lh5.googleusercontent.com/p/AF1QipMP2d9IdVn5Nyt2NwJ7GGGPz_JwdiSG3KBpiJs0=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112023610245054268437,,,,
H.K. Restaurant,1,"Where is the whole lobster?

First time visit.

I ordered a Lobster Congee to go.  On the menu, it states that a whole lobster will be included in the congee.  After getting home, we found out there was a small claw, head, a tail (broken into two pieces), and several small pieces of shell/bones.

But where is the body of the lobster?  Of the two containers of congee, we did not have even one piece of lobster body.

One wait staff was kind of rude when we asked questions.

Will not go back.",2024-04-18T19:00:39.961Z,0,,604,TRUE,,,4 days ago,,Lunch,$10–20,,Dine in,2,3,3,ChdDSUhNMG9nS0VJQ0FnSUNqbk5TTG13RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113453171987782078442,,,,
H.K. Restaurant,4,,2024-04-18T17:51:55.396Z,0,,20,FALSE,,,4 days ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNqN0s2dU13EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101046440817129836292,,,,
H.K. Restaurant,5,,2024-04-14T11:30:12.048Z,0,,50,FALSE,,,a week ago,,,,,,5,5,4,ChZDSUhNMG9nS0VJQ0FnSURENl9qUUxnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107382887855146998717,,,,
H.K. Restaurant,5,This’s my favorite Cantonese restaurant. Not big but nice dining environment. Good quality and tasty foods. Authentic Hong Kong Milk tea.,2024-04-04T18:00:55.168Z,0,,28,FALSE,,,2 weeks ago,,Lunch,$20–30,,Dine in,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUREc1AtZnpBRRAB,https://lh5.googleusercontent.com/p/AF1QipObvD5tuYQEn_mk98jxQiMKOfzoIME7HWjLrX43=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMHIvwW-6WSaLXDsCk44X0dJaoQWyVAOxxOQRqx=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPAb1jPYqSFvLkslLffIBZr6_tSapMGAb_Vo5iJ=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPrOL0YowXpZCIYjH_kcsCjhsD1Pd7M7Qc-52Au=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMIG6erpQQ1l5GPxiRfAzYeivqyd-XrotnP5sB9=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOqKrmgCSA37SYme0h7k7VEjTVYnE1vDEXjv_b4=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112212701691932031665,,,,
H.K. Restaurant,4,,2024-02-12T20:30:21.522Z,0,,5,FALSE,,,2 months ago,,,,,,4,5,4,ChdDSUhNMG9nS0VJQ0FnSURWNTlxNXB3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115965397823504762432,,,,
H.K. Restaurant,3,"They are lucky they automatically add 18% tip to the bill. I would have given them 10 and they didn't even deserve that. The waitresses completely ignored us after taking out order. We had to flag down the cook to get any service. Also, the soup came out after our 2 entrees were served. I would have asked to have it taken off the bill but they just left it and we couldn't get their attention again until we wanted the bill. Ridiculous! I am giving 3 stars for the food which was OK and the price and the man (I think he was the cook) who helped us.",2024-02-11T05:36:13.834Z,0,,156,TRUE,,,2 months ago,,,,,,2,3,1,ChZDSUhNMG9nS0VJQ0FnSUNkNkl2bkZ3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,106957793149477160855,,,,
H.K. Restaurant,1,$100以上才能接外卖？ 那祝你生意兴隆哦 呵呵,2024-01-29T20:43:31.509Z,0,,6,FALSE,,,2 months ago,,,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUN0b3RyXzBBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110672981267683504443,,,"Can I accept takeout if it costs more than $100? Then I wish you a prosperous business, haha",
H.K. Restaurant,4,,2024-01-20T16:21:00.129Z,0,,2,FALSE,,,3 months ago,,Dinner,$10–20,,Dine in,4,5,4,ChdDSUhNMG9nS0VJQ0FnSUROdUpxS21RRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,105928438290709984639,,,,
H.K. Restaurant,4,,2023-12-29T10:15:16.061Z,0,,11,TRUE,,,3 months ago,,Lunch,$30–50,,Take out,4,4,5,ChZDSUhNMG9nS0VJQ0FnSUMxMXRyblpBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,118412295078511794814,,,,Somewhat difficult to find parking
H.K. Restaurant,2,Food was ok. More restaurant to try in flushing.Used to be better .   They charge automatically 18% service charge for a very lousy service.   Food was unseasoned too,2023-11-06T23:54:51.839Z,0,,142,TRUE,,,5 months ago,,Dinner,$20–30,,Dine in,2,2,2,ChdDSUhNMG9nS0VJQ0FnSURGNW9LSjZRRRAB,https://lh5.googleusercontent.com/p/AF1QipPNg2ooA_66pOmLGKEVW4Q7KlgOlh7_RvSGp22R=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOimWbD6yeJ6h4kf8xySn0LhCD6OfJHYNmmx_Nq=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115845362440753779258,,,,
H.K. Restaurant,3,,2023-11-05T01:14:17.356Z,0,,6,TRUE,,,5 months ago,,Lunch,$20–30,,Dine in,4,3,4,ChZDSUhNMG9nS0VJQ0FnSURGc29QZEpREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114375560163906165972,,,,
H.K. Restaurant,4,Excellent restaurant in Main Street Flushing,2023-10-30T11:52:50.616Z,0,,214,TRUE,,,5 months ago,,Dinner,$30–50,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNGMWJiXzh3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102704513405310297596,,,,
H.K. Restaurant,1,"The worst experience in my 30 years dining history, not only forced to pay 18%tips, but also charged 3% more paid by credit card",2023-10-28T11:33:19.981Z,0,,1,FALSE,,,5 months ago,,Dinner,$50–100,,Dine in,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNGX29Qd053EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102304519759100295276,,,,
H.K. Restaurant,5,,2023-10-19T00:13:38.503Z,0,,3,FALSE,,,6 months ago,,Dinner,$20–30,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ1MFBuQ3dBRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104811977595768153329,,,,
H.K. Restaurant,4,,2023-10-18T13:30:54.258Z,0,,20,TRUE,,,6 months ago,,Dinner,$20–30,,Dine in,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUQ1b04yLTJRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109622680720940019082,,,,
Salvatores of Soho,5,Get the spinach wheel,2024-04-20T01:08:11.637Z,0,,135,TRUE,,,3 days ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqeXNUaXpnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104917150350079784177,,,,
Salvatores of Soho,5,"Is a small but very familiar atmosphere, manager great, service can’t ask for more attention ☺️ employees very friendly very good. And even better you can  buy outside and bring your favorite ❤️ wine.",2024-04-10T20:25:24.576Z,0,,56,TRUE,,,a week ago,,Dinner,$20–30,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNsd09yazJBRRAB,https://lh5.googleusercontent.com/p/AF1QipMbpvGy4lEiAJo8MJ356Ek91XJQXqwEUCVh0OYx=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPLp9gT4a9q3_DtoehTuFplHhfcxhdvzHlLFumN=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103028873335303698249,,,,
Salvatores of Soho,4,Excellent dishes for a quaint pizza restaurant,2024-04-08T01:37:10.220Z,0,,15,TRUE,,,2 weeks ago,,Dinner,$10–20,Highly recommend,Dine in,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUREcXBHcWVREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116307180319027863192,,,,
Salvatores of Soho,4,,2024-04-07T05:46:38.735Z,0,,20,TRUE,,,2 weeks ago,,,,,,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUREd3VDZDNRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116822173343200333470,,,,
Salvatores of Soho,4,,2024-04-03T21:20:06.604Z,0,,,FALSE,,,2 weeks ago,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUNEMzVmU0R3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,105444287273152913275,,,,
Salvatores of Soho,5,"Great pizza, as always. The server was courteous and warm, but not extraordinary. They have kept the pizza consistent in quality and taste. I have not dined in since the pandemic, but the food is consistently good. I especially enjoy the shrimp parmesan, it is so cheesy and the shrimps are huge and delicious! Salvatore's is one of Riverdale's gems and if you have not yet tried their food, you should! I just wished they had a bigger space.",2024-03-23T09:49:35.049Z,2,,148,TRUE,,,4 weeks ago,,Lunch,$20–30,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN1d2RMcjV3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110369803643892211209,,,,
Salvatores of Soho,5,Great pizza . Love it in and outside seating .,2024-03-18T12:38:49.044Z,0,,47,FALSE,,,a month ago,,Dinner,$30–50,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5NmZLbTV3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102737666106627399823,,,,
Salvatores of Soho,5,,2024-03-07T07:59:30.103Z,0,,11,TRUE,,,a month ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5dWJxeHh3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101680672841136518144,,,,
Salvatores of Soho,5,The best pizza I ever eat I referred everyone to eat in here,2024-03-05T00:41:26.870Z,0,,2,FALSE,,,a month ago,,Dinner,$100+,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5aHRiYTV3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108426548182610414311,,,,
Salvatores of Soho,5,,2024-03-04T08:16:25.770Z,0,,10,TRUE,,,a month ago,,Dinner,$20–30,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5M0lqSTNRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117297870675516039335,,,,
Salvatores of Soho,5,"From the outside, this place does not look like anything special. It just look like a cheap pizza joint, but believe me, this place is a gem in this neighborhood. The menu is vast and incredible good. I've been going to this place every Friday and my goal is to try every dish on the menu. Besides the food and  incredible service, this restaurant let's you bring your own wine, this is a plus. I give this place a 10 out of 10",2024-02-21T20:55:40.936Z,0,,6,FALSE,,,2 months ago,,Dinner,$50–100,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURkX01USEN3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117809872422190086454,,,,
Salvatores of Soho,5,Cozy place with all the red-sauce favorites along with other more unusual dishes. Lucky to have it in the neighborhood.,2024-02-06T15:50:49.851Z,0,,8,FALSE,,,2 months ago,,Dinner,$10–20,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0dzlLVXN3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107827882833028709226,,,,
Salvatores of Soho,2,Nice restaurant.  Went for my birthday dinner.  The bread was good but I had the lasagna and did not like it.  Lacked flavor.,2024-02-04T14:05:05.292Z,0,,140,TRUE,,,2 months ago,,Dinner,$10–20,,,3,2,4,ChdDSUhNMG9nS0VJQ0FnSUR0anZXX3pnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,105293429198372517009,,,,
Salvatores of Soho,5,,2024-02-04T01:02:25.340Z,0,,16,TRUE,,,2 months ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR0dXNpZ1VREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114325173583718217879,,,,
Salvatores of Soho,1,Friend  sent me a chicken parm from them. Took one bite and the chicken tasted like old hardened meat. Took a second bite from another section of the chicken horrific! This past summer I went to buy a slice. Pizza was oily and droopy.  When I stated this to them their look was like oh well. Explore another Italian place!,2024-02-03T21:24:24.494Z,0,,1,FALSE,,,2 months ago,,,$30–50,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUR0NnA3Z0hREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,100199331197630578227,,,,
Happy Dragon,5,,2024-04-13T22:10:39.560Z,0,,1,FALSE,,,a week ago,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREa191b2N3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116752194054557584259,,,,
Happy Dragon,5,"Good takeout food, prices are fair. I've had the general tso's chicken, sesame chicken, shrimp lo mein, chicken and broccoli. Food has always been fresh and clean, never gotten sick. Orders usually ready within 15 min or less. Highly recommend",2024-01-06T20:31:57.903Z,0,,2,FALSE,,,3 months ago,,Lunch,$1–10,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUQxcHZ1YjVRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107604934542860400735,,,,
