title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25,reviewImageUrls/26,reviewImageUrls/27,reviewImageUrls/28,reviewImageUrls/29,reviewImageUrls/30,reviewImageUrls/31,reviewImageUrls/32,reviewImageUrls/33,reviewImageUrls/34,reviewImageUrls/35,reviewImageUrls/36,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking type options
Iberville Cuisine,2,Wasn't busy. Service was slow. Crab cakes were amazing!! The rest of the food seemed like leftovers from another day,2024-03-31T21:06:14.114Z,0,,10,FALSE,,,3 weeks ago,,Lunch,,$20–30,,Dine in,4,2,2,ChZDSUhNMG9nS0VJQ0FnSUNEZzh6RVBBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101707813870127866815,,,,
Iberville Cuisine,5,Great place,2024-03-31T01:05:04.217Z,0,,11,TRUE,2024-03-31T10:13:57.611Z,,3 weeks ago,,Dinner,,$100+,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEdGVfcGJREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110904593843255507883,,,,
Iberville Cuisine,5,"Haley was the best! Great good, great drinks, great service!",2024-03-31T01:04:17.065Z,0,,7,FALSE,2024-03-31T01:43:09.226Z,,3 weeks ago,,Dinner,,$50–100,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEdGEtN21nRRAB,https://lh5.googleusercontent.com/p/AF1QipMOKOvYpEviJe66c10hAKhszEmCCCTXQof6bdtW=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109803350283572378253,,,,
Iberville Cuisine,5,Haley was an awesome server. Very attentive!!!  Gumbo and salad was very tasty! Thank you for a great time!!!,2024-03-29T20:17:41.893Z,0,,2,FALSE,2024-03-29T21:39:36.486Z,,3 weeks ago,,Lunch,,,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEeVlpZlRnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,102013353037390044352,,,,
Iberville Cuisine,5,The food and service were excellent.,2024-03-29T03:14:19.097Z,0,,3,FALSE,2024-03-29T03:21:57.983Z,,3 weeks ago,,Dinner,,$100+,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEd2Ytd25RRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104220884963154637750,,,,
Iberville Cuisine,5,Haley was amazing! As well at the r gentleman at the door. We will definitely be back!!  Our new favorite spot,2024-03-29T03:12:25.843Z,0,,19,TRUE,2024-04-09T23:25:54.882Z,,3 weeks ago,,Dinner,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEd2RfaERBEAE,https://lh5.googleusercontent.com/p/AF1QipPn9ywuoi7C8zX-Q6Avcol7y4iXE4kZHh89jlRK=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPI1i1XKEdNjMXpHAbQvKRbe5J3_10nXluQhUx6=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipONrKOwbl5bSEl_QY-rzEViXBK0ruGQqry3faq5=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117087338586339731029,,,,
Mena's Palace,5,,2024-04-21T11:40:39.554Z,0,,27,TRUE,,,3 days ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqOXNEVlZREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116305154192824316463,,,,
Mena's Palace,5,Great little spot for breakfast in the quarter. The ladies serving are all very nice and it’s relatively affordable for the location. Don’t forget to add the Cajun Tasso to your grits!,2024-04-16T22:53:24.445Z,0,,9,FALSE,,,a week ago,,Breakfast,,$10–20,Highly recommend,Dine in,,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqMEthV3pRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107457578490106624964,,,,
Mena's Palace,2,10/10 service but the food was pretty boring. We had the catfish platter and muffuletta poboy. Bother were pretty bland and unexciting.,2024-04-15T17:51:28.403Z,0,,84,FALSE,,,a week ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREajZMT1hnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108385069274407193244,,,,
Mena's Palace,5,"Very sweet waitress, sorry I didn't get your name. She made me comfortable as I was by myself. I absolutely wanted to try the crab cakes. And well I wasn't disappointed. Very good and fresh and that sauce, damnit 👌🏾 sweet and caring service I really appreciate as I work in customer service myself. Very decent price. I had a look at others customer's plate and everything looked absolutely tasty and smelled divine. I wish I had spent more time to try more things. Thanks again",2024-04-15T13:41:14.515Z,0,,80,TRUE,,,a week ago,,Lunch,,$10–20,,Dine in,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUREdDd5WmlBRRAB,https://lh5.googleusercontent.com/p/AF1QipM636laUISvAySl0ZwQVheJa4VBqcKnmtXQF7k4=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,107225616054313945051,,,,
Mena's Palace,5,"Excellent customer service, the lady that served me was so wonderful and attentive. I ordered a delicious BLT for breakfast, I mean… just look at the cross-section!!",2024-04-14T03:01:41.682Z,0,,30,TRUE,,,a week ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREczlYMy1RRRAB,https://lh5.googleusercontent.com/p/AF1QipOEwQBCtbICfNWmp4X6FrNSLjbeOd-T9Yr9MDvz=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,101672742505004080408,,,,
Mena's Palace,5,"Jamyra was very pleasant, great service",2024-04-12T17:06:31.438Z,0,,1,FALSE,,,a week ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREallMR0xnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108028885920671614672,,,,
Mena's Palace,5,"We were staying at the Wyndam Hotel (April 4,5,6,7,8), and it is literally around the corner! We asked the front desk staff and two of them said Mena's (in unison?!?!?!).  200 St Chartres.  Ok, so they liked Mena's. We also asked a pedicab driver - again Mena!  So, we tried it. So glad we found it early in our vacation. We were there for all breakfasts from then on. Great food, great employees - felt like home. Unfortunately, we didn't discover their lunch menu until the last day (try the muffaletta - I wanted to take some home!) It was so soft and flavorful.  Lots of options too.  While it didn't affect us - they have a bar, too!
The servers were very positive and friendly! The two we used (and enjoyed) were Dymond and Jamayra. Mena only does breakfast/lunch and that is fine. However, we would have lived there if they did dinner too!
Not fancy-shmansy but clean, friendly and very good food. We will be back!
Lou R",2024-04-11T20:45:27.516Z,0,,2,FALSE,,,a week ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREaGVDVzV3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110369351497442781880,,,,
Mena's Palace,5,,2024-04-05T19:10:52.247Z,0,,1,FALSE,,,2 weeks ago,,Lunch,,$10–20,,Dine in,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUREcE5qazdRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116040611578954338368,,,,
Mena's Palace,5,,2024-03-31T22:36:21.485Z,0,,23,FALSE,,,3 weeks ago,,Breakfast,,,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEZzh2YUp3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,110621253634147993122,,,,
Mena's Palace,5,,2024-03-31T19:25:59.454Z,0,,,FALSE,,,3 weeks ago,,Lunch,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEX2FiM3F3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115537199213204330713,,,,
Mena's Palace,3,"This place was okay. The food wasn't bad, however it also wasn't anything spectacular. Prices were okay. I drawn by the Friday crab cake lunch special on the menu, but they were out. I ordered a poboy and it was a good size. No kids menu. No sweet tea. So my 9 year old was not happy. She ended up ordering a baked potato for her meal. Husband had the red beans and rice. He's definitely had better in New Orleans. Waitress was obviously new. My husband and I both worked many years in food service and agreed that she won't make it long. We probably would not eat here again when visiting NOLA.",2024-03-31T06:31:10.886Z,0,,8,FALSE,,,3 weeks ago,,Lunch,,$10–20,,Dine in,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUNEemN6RlFnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113226587841883590618,,,,
Mena's Palace,5,Excellent food and service.,2024-03-30T14:23:18.028Z,0,,2,FALSE,,,3 weeks ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEeFphLUpnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116885380511209819067,,,,
Mena's Palace,5,,2024-03-28T01:25:34.930Z,0,,40,TRUE,,,3 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEMXBYc0RnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103261781900744285527,,,,
Mena's Palace,4,,2024-03-23T19:06:14.552Z,0,,30,TRUE,,,a month ago,,Lunch,,$10–20,,,4,4,5,ChdDSUhNMG9nS0VJQ0FnSUNEaUpPX2t3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,106492120246435366367,,,,
Mena's Palace,5,"I come here every time I’m in NOLA. The food and staff are wonderful. The cook sometimes lets me order the lunch items or lunch specials a little earlier because I’m not a big breakfast lover if it’s almost 10. She has heated up the fryer just for me to fry fish or chicken in the morning. That’s excellent customer service! I love the fried chicken, fried catfish, fried shrimp, red beans and rice and Lima beans. My husband loves the hot sausage and smothered potatoes. Fair prices and you get a big portion size. I’m never hungry here. It’s pretty small and can get busy pretty quickly sometimes but, me and my husband love it.",2024-03-23T03:35:11.023Z,0,,40,TRUE,,,a month ago,,Breakfast,,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEZ1BPR2tnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113560143803151596646,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,,2024-04-24T00:07:20.966Z,0,,6,FALSE,,,19 hours ago,,,,$10–20,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqeGI2eU53EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,106514832441745452561,,,,
Yawdi Jamaican Restaurant/ Food supplies,4,"Not the best Jamaican food I’ve had in my life but i am half 🇯🇲 so I’m picky. I’d go back!!! We did clear the plates. 🤭 we had pretty much everything on the menu. Jerk chicken, oxtails, plantains, lots of sides, some drinks, and the rum fruit cake. The prices are VERY good.",2024-04-19T16:42:04.550Z,0,,51,TRUE,,,5 days ago,,Lunch,,$10–20,,,5,4,4,ChdDSUhNMG9nS0VJQ0FnSUNqMHJtOGh3RRAB,https://lh5.googleusercontent.com/p/AF1QipNMpgmXZeHHV3Vsqi7O3HKD1nYwHnfdz-jq8jQu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipObsQWFDy9ac3I3ttalSXxXvDcSTqLdz5_2V4gU=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOR1-796Nd4Z_NcWuW50pvNGOy6O7s0UL1UF9Nm=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMLZwH1Ht1EU0kzMpXeITcDFGsJDbx-WAwxVLTh=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPoi51bKrrlPRIVl0FTlrhh2K5BWCmevjqx_eTf=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPQeaTdJbRyIYcenWsiWXUDNHy4KeRgXMXH6E0O=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPiX6whJSMGLvo1srVdb2h-2vqkjoBH2qMu3z5T=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117097421879993119090,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,What you need? Ox tail ? They got it and it's the most mouthwatering oxtail I have tried.,2024-04-15T19:28:00.664Z,0,,67,TRUE,,,a week ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREal9fN0pREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115887533386250998956,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,"Restaurant is a bit remote from the tourist areas of New Orleans, however it is not hard to get to by public transit.
Had the Jerk Pork with a side of vegetables and callaloo, the food was great.",2024-04-07T21:11:40.620Z,0,,131,TRUE,,,2 weeks ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREaXQzaUhBEAE,https://lh5.googleusercontent.com/p/AF1QipPQP0nKKh3fkJRLD3smIr9ubLAyFO8obgVlmkP9=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNqYATlmYTSSYnsO6nnnF69aMJEu7wMJ3hjRZa8=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMO0wuZe2w7A7QOL_41lvDBUkQm_nzQqD2zjBHb=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103679708542439284359,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,,2024-04-07T14:54:50.908Z,0,,20,TRUE,,,2 weeks ago,,,,$20–30,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREMG9ueklBEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116106592839332190301,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,,2024-04-04T11:50:33.538Z,0,,41,FALSE,,,2 weeks ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURENExPdGZnEAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114718397702781383040,,,,
Yawdi Jamaican Restaurant/ Food supplies,1,The oxtails were underwhelming and not sweet at all and the gravy was really thick and the meat was tough and it kinda tasted old. The jerk chicken wasn’t spicy at all definitely not what I was expecting at all. But it was still decent if you don’t like spicy food. Wouldn’t come back. Very bland. Do not recommend.,2024-04-03T01:15:37.878Z,0,,32,FALSE,,,3 weeks ago,,Lunch,,$30–50,,Take out,2,1,2,ChZDSUhNMG9nS0VJQ0FnSUNEZ3VidUZREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117263120129707617398,,,,
Yawdi Jamaican Restaurant/ Food supplies,3,Needs air conditioning.  Hot and humid inside.,2024-04-01T22:53:23.285Z,0,,72,TRUE,,,3 weeks ago,,,,,,,3,4,4,ChdDSUhNMG9nS0VJQ0FnSUNEbTRtaTF3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103416957373645148876,,,,
Yawdi Jamaican Restaurant/ Food supplies,2,"I can’t eat at Yawdi anymore. Every time I’m in there they are out of oxtail and items on the menu (at the restaurant). Today I saw them at an event and ran up to ask if the oxtail was in stock. It was. I now know why. It was a $25 plate. I was happy to support. At checkout the girl adds 18% tip to my purchase and tried to just skip through to have me sign. I'm staring at the handheld machine thinking, ""did she just put 18% on my order and not at least tell me??"" They get my food together and then she realizes she didn’t add my side of plantains I ordered. So it's going to be another $5. I watch her the second time and sure enough i see her pause and then quickly select the 18% again. 😑 So then i ask her. She said a bunch stuff that makes absolutely no sense ""it's going to charge you $5 so im fixing it…"" Sure. I finally look at her realizing she's not disclosing how shes pricing all of this and isn't going to tell me the truth. I get home, eat my side of plantains, they're what I wanted. I open up my plate and I'm dumbfounded. Half the plate is rice. I tried it, it was ok. I thought it was meant to be a side, but it was most of the styrofoam container. I try the mac n cheese. Meh…it was not worth the dairy issues to eat it (for me). My mom and I do make really good mac though, so I'm bougie lol. But the OXTAIL wad an afterthought! I got three tiny chunks of bone in the sides section. It was about 4 bites of meat—not even 4 oz. 🤯 The four bites were delicious, but it was four bites for like almost $30!? I dont even feel like trying to eat the rest. So I'm done. I've tried to reason and revisit this place but it's always some humbug. Now I'm sitting here mad because I need to an actual plate of food more than just rice. 😑 I hate to leave a bad review but this needs be said. I’m a small business vendor so I don’t leave bad reviews lightly.",2024-03-31T03:22:51.364Z,1,,7,FALSE,,,3 weeks ago,,Dinner,,$30–50,,Take out,1,3,2,ChdDSUhNMG9nS0VJQ0FnSUNEOWNmNHJRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114512081627728419179,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,,2024-03-30T23:27:02.417Z,0,,1,FALSE,,,3 weeks ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEdGZyM1J3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,103024045679747171852,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,The food was great,2024-03-23T21:36:45.747Z,0,,94,TRUE,,,a month ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEeUlfNDlnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108867740100218604306,,,,
Yawdi Jamaican Restaurant/ Food supplies,3,,2024-03-22T04:35:37.518Z,0,,76,TRUE,,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5MV9qNmJ3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116564818454777563411,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,Absolutely delicious! My belly is full and my taste buds are happy!,2024-03-20T21:05:37.972Z,0,,6,FALSE,,,a month ago,,Dinner,,$20–30,,Take out,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUQ5czVldWpnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115687562056286685681,,,,
Yawdi Jamaican Restaurant/ Food supplies,4,,2024-03-19T16:26:10.518Z,0,,28,TRUE,,,a month ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5OWRQN1Z3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,106736102368385850038,,,,
Yawdi Jamaican Restaurant/ Food supplies,5,"Oxtail, curry goat, jerk chicken, callalo, peas & rice. Oh my goodness, soooooo good.",2024-03-01T06:19:09.040Z,0,,74,TRUE,,,a month ago,,Dinner,,$20–30,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5Nk9QbmxRRRAB,https://lh5.googleusercontent.com/p/AF1QipMOWCqrhf1NqEteis9bAuTavo0g_wo5iNOMGMkc=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,118105111682366253742,,,,
Criollo Restaurant,5,Stunningly good breakfast with phenomenal service. Cannot recommend this place enough.,2024-04-15T13:55:05.933Z,0,,7,FALSE,,,a week ago,,Breakfast,,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREdDVyNWFREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114438540091773055205,,,,
Criollo Restaurant,4,,2024-04-14T04:40:43.195Z,0,,26,FALSE,,,a week ago,,Brunch,,$50–100,,Dine in,5,2,4,ChdDSUhNMG9nS0VJQ0FnSUREODliQ2xnRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115322666380363182464,,,,
Criollo Restaurant,5,Let's start with the first class service they give you from the minute you arrive you are treated like a VIP. The food is absolutely delicious and the Binets are out of this world!,2024-04-09T19:24:09.944Z,0,,22,FALSE,,,2 weeks ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREN3F1STlRRRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,117639217073279754204,,,,
Criollo Restaurant,5,Service was exceptional and every dish delectable. Highly recommend!,2024-04-07T14:05:19.898Z,0,,15,FALSE,,,2 weeks ago,,Dinner,,$50–100,,Dine in,,,,ChdDSUhNMG9nS0VJQ0FnSUREMHFUaHF3RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,104625960457922970656,,,,
Criollo Restaurant,2,"I went really far out of my way to come here. I walked up to the front, it wasn’t too busy. I saw many seats open. I waited at the front for about 9-10 min while several staff members walked right by me. Long story short I never got seated. And left and went somewhere else. That said, while the food looks good, I did not have the luxury of trying it. My review is solely based on service I didn’t experience because I was not greeted and walked by by several people.",2024-03-26T23:58:18.776Z,0,,101,TRUE,,,4 weeks ago,,Dinner,,,,Dine in,,,1,ChdDSUhNMG9nS0VJQ0FnSUNENnZpSF93RRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,108389328065210422342,,,,
Criollo Restaurant,5,The $1 lunch martini is a ridiculous deal.  But everything was really good as well.  Amazing bread pudding and we don't usually eat dessert.,2024-03-14T15:51:05.859Z,0,,439,TRUE,,,a month ago,,Lunch,,$30–50,,Dine in,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUQ5Z3ZPcy1RRRAB,https://lh5.googleusercontent.com/p/AF1QipNTUQO5rworaVDArmJK0GKDThqIsQc3GyXjVo0=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM3Tc410UEhiUPOoK1VPwQUoS0WxqY1o7Wi5qA=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNiIwOrQFwpk1TBD-tNY7AqAIWkFv88GDFypY0=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNhMCU2Os_skWKw5Ff5d4znbd_caN7lZhuL77s=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,113744852312261835733,,,,
Criollo Restaurant,5,,2024-03-13T12:35:35.753Z,0,,8,FALSE,,,a month ago,,Breakfast,,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5NUliaFN3EAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,115952582342299792720,,,,
Criollo Restaurant,4,"Very good, the lunch martini special is a real treat. Loved most things we ordered but the shortrib and marg pairing was so so good.",2024-03-11T20:31:22.470Z,0,,202,TRUE,,,a month ago,,,,,,,4,4,5,ChZDSUhNMG9nS0VJQ0FnSUM5djhfNUVREAE,https://lh5.googleusercontent.com/p/AF1QipPhsrqWejn8AhyI1MKXZrQIZ71zjBjg_73G5z4w=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,112253952534744181053,,,,
Criollo Restaurant,5,"All of my senses were OVERWHELMED with pleasure at Criollo's Jazz Brunch! The service and food was superb Michelin level quality. The live jazz band kept me entertained as I was coursed out. The chef elevated the fried green tomatoes and chicken biscuit to an award winning level. The chicken biscuit was smothered in jalapeño's, scallions and the best rue I have ever tasted so I sent my compliments to the chef. Every delectable bite forced my eyes shut so I could deeply enjoy the freshness, flavor and texture. While I was enjoying coffee the chef sent complimentary Rosemary & Lemon Custard Madeline's. It was an innovative way to approach this classic pastry. My only critique is the custard on top was so good I wanted more. Very light, fresh, and balanced melody of flavors. The consistency was reminiscent of a fusion between a scone and puff pastry. You can tell the French invited fries by how well the fries here complimented every dish. It was such a phenomenal experience, I found myself making reservations for the next day halfway through brunch and I am happy to say the food, service and entertainment are consistently great here. The fancy French atmosphere at Hotel Monteleone was fit for a Queen and the bathroom attendant cleaned the stall prior to each guests use. This is a must try spot in The French Quarter.",2024-03-10T17:29:21.284Z,0,,178,TRUE,,,a month ago,,Brunch,,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5cWN2UkJREAE,https://lh5.googleusercontent.com/p/AF1QipN4oQ1RFFgzbL9PNC1RV57quREIcg1Hhad3-51v=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNC-zpATKAEh9vY4jSdBbuJV8ggU74Y3aJ1LcpX=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMJGWxJbQQJmy41QnfDigzta-FglISvYVviQId6=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMMZfBI9yu5MFx_1Ubt5BGf3YfH137pTxCEOkk_=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOYZthzIgE60UjJSiJH88PUD3-bco23E59VyOwc=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMBLJS_hMRHvZneJspHPK8tiSOz8B2wlGMiNDCl=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPh7NS4luKpz-5Ln4C0sBxw0NojxZ8GEl65T4Rd=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNKOianOBa-18cuM7g6e8_YgkprKxyC59pSs-27=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMIHBJbwpMBKYxnbmC7NFSnA0fMKDmpDw4vLDSz=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOJ9AEBKR50ATkv6ifHvyEpmsd5kBNYDuhUPGrN=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPrkiP6nsYSKsSfEr09UJk2_y1CS-Rw0rb96Vw7=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,109495883356667647654,,,,
Criollo Restaurant,5,The beignets were ABSOLUTELY BETTER than cafe du monde!!! And the seafood gumbo was the best i’ve had during my 3 days!,2024-03-09T20:01:51.822Z,0,,11,FALSE,,,a month ago,,Lunch,,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5eTQ3ajdnRRAB,https://lh5.googleusercontent.com/p/AF1QipMj0IS3mkE3GtQVaZnDE_myjtQygcxeFKTSe-HS=w150-h150-k-no-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,116138724476704724616,,,,
Criollo Restaurant,5,Great food and very friendly staff. Outstanding service.,2024-03-08T05:14:32.600Z,0,,20,FALSE,,,a month ago,,Dinner,,$100+,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5amVDV0JREAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,,114665915708704184973,,,,
